Time_Interval,Biomass,Fossil_Hard_coal,Waste,Hydro_Run-of-river_and_poundage,Nuclear,Hydro_Pumped_Storage,Hydro_Water_Reservoir,Fossil_Gas,Solar
2024/10/10 18:00,1348,1900,760,4744,24236,2968,11164,31312,34636
2024/10/10 19:00,1376,1996,780,4904,24288,5920,14352,42396,9820
2024/10/10 20:00,1364,1936,784,4928,24252,7696,15388,49648,1564
2024/10/10 21:00,1348,1904,752,4972,24252,7988,15952,47500,1140
2024/10/10 22:00,1360,1928,748,4944,24248,7896,15164,42924,860
2024/10/10 23:00,1396,1856,752,4900,24256,7700,14192,36548,612
2024/10/11 0:00,1464,1808,748,4872,24244,6284,13904,30824,448
2024/10/11 1:00,1488,1808,756,4768,24240,4672,15176,23268,384
2024/10/11 2:00,1464,1820,744,4800,24248,4036,14444,20476,384
2024/10/11 3:00,1464,1824,760,4804,24256,3472,13592,18612,424
2024/10/11 4:00,1500,1824,764,4804,24288,2908,13156,18096,416
2024/10/11 5:00,1484,1824,776,4804,24316,2860,12920,18744,384
2024/10/11 6:00,1532,1824,768,4840,24320,4900,13928,24532,284
2024/10/11 7:00,1560,1908,760,4840,24312,7556,16836,33032,256
2024/10/11 8:00,1504,1952,768,4944,24304,8568,18140,35668,876
2024/10/11 9:00,1488,1860,776,4884,24308,7352,16588,28804,11368
2024/10/11 10:00,1452,1820,784,4832,24316,1516,13124,20768,26900
2024/10/11 11:00,1472,1824,772,4728,24308,660,12592,16840,33580
2024/10/11 12:00,1388,1824,752,4548,24304,408,11116,13448,39552
2024/10/11 13:00,1364,1824,740,4296,24292,104,8480,10964,43216
2024/10/11 14:00,1392,1824,704,4352,24288,332,7576,10648,42604
2024/10/11 15:00,1448,1824,704,4472,24272,456,8044,11464,38988
2024/10/11 16:00,1440,1824,704,4424,24272,720,8640,13080,33500
2024/10/11 17:00,1472,1676,720,4564,24276,2508,10376,15236,25024
2024/10/11 18:00,1528,1620,732,4644,24272,4944,15040,18724,13296
2024/10/11 19:00,1540,1484,728,4672,24272,7184,16868,23500,2128
2024/10/11 20:00,1552,1276,712,4756,24280,7272,16692,25092,292
2024/10/11 21:00,1520,1060,732,4916,24288,5972,14476,22188,276
2024/10/11 22:00,1516,992,736,4968,24288,3860,14504,18892,248
2024/10/11 23:00,1464,992,752,4892,24284,2028,11736,15440,248
2024/10/12 0:00,1392,992,744,4800,24288,232,9140,12568,240
2024/10/12 1:00,1384,992,764,4720,24296,260,9336,11904,240
2024/10/12 2:00,1352,992,768,4704,24288,216,9148,12020,240
2024/10/12 3:00,1332,992,756,4660,24304,164,9008,11812,240
2024/10/12 4:00,1300,992,732,4536,24300,132,8256,11120,240
2024/10/12 5:00,1340,992,736,4692,24292,212,8588,11272,240
2024/10/12 6:00,1348,992,732,4700,24288,248,9116,11824,240
2024/10/12 7:00,1328,992,728,4804,24288,260,11552,12264,240
2024/10/12 8:00,1364,992,748,4872,24292,948,13008,12756,452
2024/10/12 9:00,1380,992,744,4836,24292,1768,13568,12668,4252
2024/10/12 10:00,1388,992,752,4848,24288,2816,13092,12524,9880
2024/10/12 11:00,1312,992,740,4580,24288,3808,12120,12200,13264
2024/10/12 12:00,1284,992,692,4500,24288,1600,9868,11608,19516
2024/10/12 13:00,1396,992,700,4632,24280,432,9540,12288,23276
2024/10/12 14:00,1336,992,696,4640,24288,1436,9472,13224,24236
2024/10/12 15:00,1272,992,712,4588,24276,1532,10052,13292,24968
2024/10/12 16:00,1272,992,716,4468,24276,1932,9672,13996,21828
2024/10/12 17:00,1264,992,712,4288,24288,2640,10660,16260,15540
2024/10/12 18:00,1296,992,712,4332,24288,6208,13324,19632,8160
2024/10/12 19:00,1280,992,736,4516,24288,6204,16024,22228,2188
2024/10/12 20:00,1316,992,740,4712,24288,7072,17992,23320,304
2024/10/12 21:00,1344,992,764,4800,24288,7696,18732,23024,272
2024/10/12 22:00,1356,992,768,4728,24292,6280,15868,21484,272
2024/10/12 23:00,1344,992,768,4668,24304,4824,14116,19508,272
2024/10/13 0:00,1344,992,760,4648,24292,4368,14632,17324,264
2024/10/13 1:00,1340,992,728,4568,24288,3820,15404,16220,256
2024/10/13 2:00,1320,992,708,4532,24288,2504,11680,16420,260
2024/10/13 3:00,1332,992,724,4548,24288,2216,8960,16464,256
2024/10/13 4:00,1340,992,720,4312,24292,2124,7768,16408,256
2024/10/13 5:00,1320,992,720,4244,24304,1640,7980,15936,256
2024/10/13 6:00,1264,992,720,4260,24304,1496,8208,16836,256
2024/10/13 7:00,1236,1144,736,4328,24304,1276,8584,16812,256
2024/10/13 8:00,1292,1364,756,4616,24296,1444,9232,15136,504
2024/10/13 9:00,1280,1416,740,4456,24304,1296,9112,13852,8128
2024/10/13 10:00,1272,1408,736,4372,24304,708,7780,11312,24272
2024/10/13 11:00,1216,1408,716,4172,24300,312,6092,8684,36544
2024/10/13 12:00,1164,1408,696,4056,24304,236,5360,9168,41908
2024/10/13 13:00,1104,1408,712,3960,24284,0,4668,9180,41060
2024/10/13 14:00,1056,1408,708,3852,24272,0,4392,8556,42916
2024/10/13 15:00,1076,1408,684,3896,24264,0,3884,8348,40704
2024/10/13 16:00,1076,1408,672,3752,24260,0,4932,9504,40164
2024/10/13 17:00,1104,1408,692,3788,24240,136,5288,11920,36768
2024/10/13 18:00,1160,1312,724,3976,24240,916,11524,19240,22440
2024/10/13 19:00,1172,1012,752,4120,24248,3592,17500,25408,5744
2024/10/13 20:00,1292,992,756,4336,24256,7216,19136,28464,604
2024/10/13 21:00,1304,992,760,4400,24256,8252,19024,29472,480
2024/10/13 22:00,1304,992,756,4428,24256,7884,17592,26904,480
2024/10/13 23:00,1300,992,752,4404,24256,6572,15924,24080,480
2024/10/14 0:00,1312,1140,752,4424,24260,6100,15304,22032,452
2024/10/14 1:00,1320,1224,760,4336,24268,4392,14016,19232,320
2024/10/14 2:00,1352,1212,756,4364,24272,3380,12596,18596,240
2024/10/14 3:00,1364,1216,752,4404,24268,3424,13404,18880,240
2024/10/14 4:00,1352,1216,772,4364,24276,3368,13788,18832,240
2024/10/14 5:00,1344,1216,776,4332,24280,3116,14204,20608,240
2024/10/14 6:00,1348,1216,732,4312,24272,3928,15332,25552,256
2024/10/14 7:00,1344,1344,704,4328,24276,6404,17148,31536,284
2024/10/14 8:00,1364,1568,676,4352,24272,6880,18776,34344,376
2024/10/14 9:00,1284,1628,672,4292,24276,7140,19068,34412,3904
2024/10/14 10:00,1220,1616,644,4160,24272,6836,15792,33656,13024
2024/10/14 11:00,1224,1616,664,4064,24280,6444,14224,32944,19760
2024/10/14 12:00,1208,1616,668,3916,24280,3800,12016,31984,26224
2024/10/14 13:00,1212,1768,668,3844,24288,2496,8940,26600,35008
2024/10/14 14:00,1236,2028,672,3840,24264,3356,8692,23036,36856
2024/10/14 15:00,1256,2188,688,3788,24252,4424,8900,21144,35956
2024/10/14 16:00,1232,2260,684,3680,24240,4528,8428,21204,36168
2024/10/14 17:00,1240,2564,704,3772,24232,4764,8988,24212,30544
2024/10/14 18:00,1324,2728,684,3884,24232,5660,12608,30456,16508
2024/10/14 19:00,1404,2616,676,4012,24240,7284,17244,36220,3060
2024/10/14 20:00,1460,2356,684,4188,24240,7772,18012,37760,240
2024/10/14 21:00,1488,2180,712,4196,24236,6580,18476,34624,180
2024/10/14 22:00,1488,2024,692,4208,24240,5568,16612,29952,176
2024/10/14 23:00,1352,1980,704,4168,24240,4512,14208,23360,176
2024/10/15 0:00,1256,1980,728,4132,24240,3156,13824,17588,176
2024/10/15 1:00,1256,1980,744,4076,24240,2656,12692,13432,172
2024/10/15 2:00,1320,1984,756,4008,24256,1488,8960,12676,160
2024/10/15 3:00,1380,1980,752,3916,24256,576,9132,13212,160
2024/10/15 4:00,1364,1980,760,3844,24264,1328,8540,13016,160
2024/10/15 5:00,1376,1980,748,3888,24272,1504,8580,14308,160
2024/10/15 6:00,1352,1984,736,3944,24264,2116,10864,17016,144
2024/10/15 7:00,1392,1956,736,4012,24256,3032,12632,20440,144
2024/10/15 8:00,1420,2088,692,4056,24256,4548,15556,23384,220
2024/10/15 9:00,1352,2304,684,3880,24256,6004,15308,23216,4504
2024/10/15 10:00,1332,2356,676,3864,24268,5436,14396,21724,15372
2024/10/15 11:00,1300,2352,712,3816,24280,1492,9320,17896,23684
2024/10/15 12:00,1320,2352,704,3876,24256,1176,8956,15148,27092
2024/10/15 13:00,1356,2336,704,3852,24248,1828,9564,14688,28428
2024/10/15 14:00,1324,2428,704,3752,24260,2728,8300,13840,27896
2024/10/15 15:00,1356,2432,708,3796,24256,2464,10128,14668,24156
2024/10/15 16:00,1360,2392,708,3780,24256,3920,11348,17332,21108
2024/10/15 17:00,1244,2396,712,3820,24256,4088,11972,21176,14596
2024/10/15 18:00,1316,2336,724,3988,24264,4680,14488,25540,7400
2024/10/15 19:00,1416,2196,720,4256,24260,6312,16664,32840,1144
2024/10/15 20:00,1452,2000,740,4240,24260,6856,16420,35160,172
2024/10/15 21:00,1436,1904,748,4240,24272,6480,15888,30380,136
2024/10/15 22:00,1416,1904,760,4216,24268,4448,13820,25664,128
2024/10/15 23:00,1332,1904,772,4140,24272,2324,13848,20428,128
2024/10/16 0:00,1196,1904,720,3988,24280,1272,10392,13992,124
2024/10/16 1:00,1148,1900,692,3876,24280,92,8840,11344,112
2024/10/16 2:00,1172,1904,688,3804,24272,0,7716,10968,112
2024/10/16 3:00,1176,1904,676,3896,24284,0,8720,10956,112
2024/10/16 4:00,1148,1904,668,3884,24288,0,8876,10208,112
2024/10/16 5:00,1084,1904,680,3700,24288,0,7864,9520,112
2024/10/16 6:00,1072,2040,692,3680,24280,0,7528,9280,112
2024/10/16 7:00,1108,2268,688,3976,24280,1496,11340,10132,112
2024/10/16 8:00,1160,2476,676,4088,24288,3240,12456,12392,280
2024/10/16 9:00,1148,2540,660,4012,24284,3440,11832,11716,5996
2024/10/16 10:00,1148,2524,636,3980,24292,2640,10564,9216,17660
2024/10/16 11:00,1132,2528,620,4012,24272,1468,7576,8020,28320
2024/10/16 12:00,1080,2528,616,4024,24256,324,6440,8984,34004
2024/10/16 13:00,1048,2532,624,3880,24272,332,6092,8452,38528
2024/10/16 14:00,1028,2524,620,3944,24256,524,4348,8488,42780
2024/10/16 15:00,1032,2512,624,3944,24256,332,4300,8444,46372
2024/10/16 16:00,1096,2512,612,4224,24256,396,6104,10040,46092
2024/10/16 17:00,1068,2512,612,4028,24256,600,7372,12968,42076
2024/10/16 18:00,1092,2424,664,4104,24260,2096,11260,21016,24836
2024/10/16 19:00,1056,2388,728,4484,24264,6632,16376,29184,4588
2024/10/16 20:00,1060,2528,704,4568,24256,7972,16776,34236,728
2024/10/16 21:00,1068,2576,700,4600,24256,7800,16320,32964,472
2024/10/16 22:00,1068,2396,712,4572,24256,7388,14800,26932,216
2024/10/16 23:00,1068,2308,716,4648,24264,7012,15420,20616,88
2024/10/17 0:00,1068,2320,728,4548,24272,6372,14576,15596,64
2024/10/17 1:00,1052,2320,744,4452,24272,3812,13368,13548,64
2024/10/17 2:00,1080,2320,736,4424,24280,2140,11756,14048,64
2024/10/17 3:00,1092,2320,724,4488,24288,2096,10596,14784,64
2024/10/17 4:00,1064,2320,724,4508,24284,1824,10340,14404,64
2024/10/17 5:00,1020,2320,712,4400,24304,1152,9376,13604,56
2024/10/17 6:00,1076,2320,688,4564,24296,956,7920,15132,52
2024/10/17 7:00,1104,2316,688,4736,24292,3616,11236,19952,64
2024/10/17 8:00,1116,2448,724,4708,24288,6176,15040,24628,160
2024/10/17 9:00,1108,2520,720,4612,24292,5864,13848,23640,7024
2024/10/17 10:00,1068,2512,704,4456,24296,1932,10672,16552,25260
2024/10/17 11:00,1056,2516,624,4312,24292,428,5556,11172,40432
2024/10/17 12:00,1004,2500,592,4408,24288,0,4176,9872,48344
2024/10/17 13:00,976,2508,604,4240,24288,0,3992,9748,48160
2024/10/17 14:00,964,2512,648,4204,24304,0,3484,9368,45468
2024/10/17 15:00,964,2508,668,4256,23096,0,3540,9004,44472
2024/10/17 16:00,948,2512,680,4192,24316,0,3988,9408,42488
2024/10/17 17:00,944,2512,688,4160,24312,0,3800,9512,38148
2024/10/17 18:00,984,2512,712,4308,24304,16,6016,13184,26436
2024/10/17 19:00,1052,2364,724,4872,24304,1596,9140,20980,6900
2024/10/17 20:00,1092,2296,716,4972,24308,5792,15112,21460,1068
2024/10/17 21:00,1084,2536,708,5004,24320,5708,15208,18620,580
2024/10/17 22:00,1096,2608,704,4912,24308,4656,12516,15708,368
2024/10/17 23:00,1080,2576,700,4728,24328,3048,10932,14800,292
2024/10/18 0:00,1056,1616,712,4636,24348,1684,8804,13084,204
2024/10/18 1:00,1096,1616,704,4656,24356,692,9180,12280,80
2024/10/18 2:00,1072,1616,708,4568,24352,1020,7084,12416,64
2024/10/18 3:00,1084,1616,712,4564,24352,1396,7064,12592,56
2024/10/18 4:00,1024,1616,700,4472,24356,1280,5664,12364,60
2024/10/18 5:00,944,1616,696,4524,24368,960,6232,12752,64
2024/10/18 6:00,952,1616,696,4536,24376,1808,8476,13704,64
2024/10/18 7:00,956,1616,708,4612,24352,4904,13840,17688,60
2024/10/18 8:00,952,1752,732,4636,24336,6780,16964,19708,340
2024/10/18 9:00,908,1836,720,4564,24320,6080,16128,18624,12140
2024/10/18 10:00,848,1828,716,4752,24328,1232,9888,12552,39432
2024/10/18 11:00,852,1824,676,4644,24296,368,8372,9432,51752
2024/10/18 12:00,972,1824,660,4448,24304,224,6428,8844,54804
2024/10/18 13:00,984,1824,636,4344,24300,112,5920,8716,55000
2024/10/18 14:00,940,1824,628,4496,24288,496,5320,8520,55868
2024/10/18 15:00,900,1824,640,4600,24276,836,4120,9060,54000
2024/10/18 16:00,892,1824,648,4492,24268,832,4684,9860,48996
2024/10/18 17:00,960,1680,676,4576,24272,960,7060,13928,37620
2024/10/18 18:00,952,1612,740,4644,24268,2716,11372,20540,19660
2024/10/18 19:00,936,1616,760,4856,24276,6596,17284,24256,3492
2024/10/18 20:00,964,1616,776,4956,24316,7228,18220,24732,1072
2024/10/18 21:00,1024,1616,768,5068,24360,6900,16828,20920,1084
2024/10/18 22:00,1076,1616,756,5100,24372,6232,12508,18248,840
2024/10/18 23:00,1044,1616,732,4976,24380,5412,11508,14452,708
2024/10/19 0:00,968,1476,696,4904,24364,2488,9452,11208,616
2024/10/19 1:00,992,1252,700,4956,24368,964,8452,10944,556
2024/10/19 2:00,992,1024,700,4824,24352,264,8176,10632,396
2024/10/19 3:00,1020,992,688,4804,24360,312,7552,10492,368
2024/10/19 4:00,1032,992,672,4772,24360,160,8284,10356,212
2024/10/19 5:00,1048,992,672,4780,24368,96,7856,10192,148
2024/10/19 6:00,1048,992,696,4836,24368,272,9592,10908,96
2024/10/19 7:00,1072,992,716,4876,24368,2336,10892,11620,96
2024/10/19 8:00,1080,992,704,4840,24356,4876,10604,11068,228
2024/10/19 9:00,1096,992,708,4988,24360,4756,11188,10076,6204
2024/10/19 10:00,1020,992,696,4784,24332,2968,9072,8004,26496
2024/10/19 11:00,952,992,680,4752,24296,1592,5916,6660,42308
2024/10/19 12:00,908,992,672,4608,24288,120,4568,6384,49920
2024/10/19 13:00,956,992,676,4620,24288,96,3928,6464,54640
2024/10/19 14:00,944,992,684,4584,24276,96,3704,6368,54756
2024/10/19 15:00,936,992,680,4552,24264,84,3608,6412,53380
2024/10/19 16:00,956,992,672,4548,24256,96,3996,7380,48796
2024/10/19 17:00,1004,992,672,4572,24244,704,6200,9220,36700
2024/10/19 18:00,1028,992,684,4784,24260,1660,12412,13504,16872
2024/10/19 19:00,1000,992,712,4936,24256,4476,15640,16640,2924
2024/10/19 20:00,984,992,744,5072,24244,6640,16828,16576,928
2024/10/19 21:00,988,992,744,5144,24248,6056,15300,16556,784
2024/10/19 22:00,1012,992,756,5152,24248,4808,12528,15324,764
2024/10/19 23:00,972,992,760,5100,24248,3788,10328,14668,596
2024/10/20 0:00,940,992,744,4836,24248,1244,8940,15196,392
2024/10/20 1:00,904,992,712,4712,24256,508,8416,14088,252
2024/10/20 2:00,916,988,688,4664,24268,392,8516,14444,212
2024/10/20 3:00,932,932,704,4616,24256,308,7784,14380,148
2024/10/20 4:00,968,576,704,4612,24264,344,7804,14152,112
2024/10/20 5:00,968,744,716,4560,24264,324,7728,13932,112
2024/10/20 6:00,984,992,720,4632,24272,720,7800,13964,104
2024/10/20 7:00,932,992,724,4636,24272,976,7864,13848,80
2024/10/20 8:00,920,992,712,4568,24272,1072,8072,13440,316
2024/10/20 9:00,920,992,704,4608,24204,1264,9296,12540,10104
2024/10/20 10:00,896,992,684,4432,23536,1148,6976,9564,30296
2024/10/20 11:00,888,992,688,4408,22760,456,4800,7108,45432
2024/10/20 12:00,844,992,688,4272,22492,308,4436,6904,49196
2024/10/20 13:00,828,992,744,4224,22476,364,3960,7036,51476
2024/10/20 14:00,836,1144,768,4220,22464,352,3328,7120,52376
2024/10/20 15:00,820,1236,764,4188,22528,276,3332,7032,50032
2024/10/20 16:00,820,1212,780,4256,22528,252,3708,7380,50272
2024/10/20 17:00,844,1068,788,4348,22556,336,5008,9812,44732
2024/10/20 18:00,880,988,792,4464,22552,1464,8268,16448,25500
2024/10/20 19:00,948,992,876,4768,22568,5096,12088,24588,5496
2024/10/20 20:00,944,1080,900,4860,22600,7420,15392,26168,940
2024/10/20 21:00,956,1028,896,4932,22628,8192,17064,25064,496
2024/10/20 22:00,968,992,876,4904,22708,7676,16320,22564,208
2024/10/20 23:00,904,992,880,4760,22768,5680,12516,21424,208
2024/10/21 0:00,960,992,868,4764,22828,4688,11004,20688,208
2024/10/21 1:00,968,992,836,4688,22888,3476,11524,18988,204
2024/10/21 2:00,912,992,812,4544,22932,2324,9592,18796,192
2024/10/21 3:00,880,992,692,4376,22984,1628,8484,18360,192
2024/10/21 4:00,972,916,680,4484,23040,320,8880,18544,196
2024/10/21 5:00,1000,992,692,4500,23088,792,8356,19624,232
2024/10/21 6:00,1008,1172,708,4548,23140,2044,11112,21632,240
2024/10/21 7:00,1028,1752,744,4672,23192,5092,15740,23960,232
2024/10/21 8:00,968,1980,748,4676,23220,7512,17548,27156,384
2024/10/21 9:00,928,2068,744,4472,23276,6772,16444,24460,12088
2024/10/21 10:00,872,2276,740,4416,23348,3824,11568,19972,42840
2024/10/21 11:00,920,2476,740,4504,23388,1208,9460,15012,58968
2024/10/21 12:00,960,2508,712,4488,23424,1056,8900,12128,66240
2024/10/21 13:00,984,2504,692,4496,23456,312,8184,12484,69204
2024/10/21 14:00,972,2516,696,4448,23520,68,7068,12288,67928
2024/10/21 15:00,964,2512,684,4360,23548,0,6492,12168,67432
2024/10/21 16:00,900,2376,604,4360,23568,144,6188,13216,65984
2024/10/21 17:00,912,2176,620,4360,23608,1412,9244,18324,56680
2024/10/21 18:00,968,2128,688,4520,23624,4868,14540,25408,33252
2024/10/21 19:00,1016,2156,708,4640,23644,7780,17368,35744,7848
2024/10/21 20:00,1072,2320,728,4688,23712,9072,18952,38104,3304
2024/10/21 21:00,1140,2200,736,4676,23760,9000,17964,37832,3072
2024/10/21 22:00,1116,1932,728,4612,23812,7472,16068,30324,2976
2024/10/21 23:00,1084,1764,712,4584,23860,6108,13940,25204,2456
2024/10/22 0:00,1108,1688,688,4484,23896,5308,14616,19356,1464
2024/10/22 1:00,1080,1696,652,4380,23952,5004,13748,15904,1140
2024/10/22 2:00,1096,1696,668,4232,23956,4324,12148,14768,696
2024/10/22 3:00,1192,1696,652,4192,24016,2612,9724,14684,608
2024/10/22 4:00,1284,1696,664,4184,24048,2092,9220,15108,572
2024/10/22 5:00,1256,1696,684,4200,24084,3068,9748,15188,528
2024/10/22 6:00,1232,1848,656,4304,24144,4432,11456,17440,528
2024/10/22 7:00,1296,2168,660,4444,24188,6384,15176,22096,532
2024/10/22 8:00,1296,2484,648,4392,24228,7724,17544,23896,620
2024/10/22 9:00,1312,2440,620,4316,24252,7332,16644,23416,7448
2024/10/22 10:00,1240,1616,552,4332,24264,3908,10160,17980,31524
2024/10/22 11:00,1208,1616,500,4088,24280,1096,6776,12676,49492
2024/10/22 12:00,1248,1616,500,4232,24264,96,5684,10164,59996
2024/10/22 13:00,1212,2096,516,4300,24256,0,8256,11936,61340
2024/10/22 14:00,1176,2676,532,4220,24248,0,6500,11116,59688
2024/10/22 15:00,1204,2768,528,4188,24228,0,7956,10948,59088
2024/10/22 16:00,1232,2620,524,4048,24224,0,7756,11600,55560
2024/10/22 17:00,1228,2540,536,4160,24224,316,9184,14688,48508
2024/10/22 18:00,1320,2416,516,4364,24236,976,13636,22408,28816
2024/10/22 19:00,1328,2204,564,4560,24244,7396,18296,27664,6344
2024/10/22 20:00,1380,2016,576,4620,24240,8868,18808,29852,2476
2024/10/22 21:00,1388,1936,600,4564,24256,7412,17048,27252,2016
2024/10/22 22:00,1440,1936,608,4492,24252,6468,14796,23344,1588
2024/10/22 23:00,1480,1936,624,4432,24256,5628,13128,18936,1336
2024/10/23 0:00,1528,1792,596,4320,24248,4844,11604,16772,1156
2024/10/23 1:00,1564,1712,584,4264,24240,4076,8944,14732,676
2024/10/23 2:00,1548,1712,596,4260,24248,3072,8456,14900,372
2024/10/23 3:00,1524,1712,588,4184,24240,2888,9908,14888,340
2024/10/23 4:00,1488,1712,608,4144,24244,2904,10824,14680,304
2024/10/23 5:00,1432,1712,608,4176,24276,2916,11980,16392,304
2024/10/23 6:00,1496,1712,620,4196,24272,2704,12988,19048,304
2024/10/23 7:00,1532,1712,644,4228,24272,5748,16148,23880,316
2024/10/23 8:00,1580,1916,644,4288,24268,7544,19772,30820,420
2024/10/23 9:00,1580,2192,700,4256,24272,7732,18956,28340,8236
2024/10/23 10:00,1516,2324,676,4256,24260,4816,14764,20904,35104
2024/10/23 11:00,1436,2464,588,4136,24256,2544,9020,15940,54888
2024/10/23 12:00,1448,2516,588,4116,24260,1620,7940,14848,60900
2024/10/23 13:00,1436,2496,616,4144,24268,1068,6704,12800,62824
2024/10/23 14:00,1452,2644,652,4108,24256,76,6516,12172,61268
2024/10/23 15:00,1408,2580,676,4168,24256,12,6180,11796,59928
2024/10/23 16:00,1436,2348,692,4176,24256,132,7344,14792,56564
2024/10/23 17:00,1340,2152,716,4112,24256,96,6820,19592,48884
2024/10/23 18:00,1544,1952,728,4252,24248,3084,12824,25404,28700
2024/10/23 19:00,1532,2000,752,4408,24244,6792,19908,32812,5712
2024/10/23 20:00,1608,2044,760,4412,24252,7532,20312,33840,1812
2024/10/23 21:00,1644,1980,772,4384,24264,6920,19100,31492,1660
2024/10/23 22:00,1596,1872,764,4376,24272,4556,15664,26856,1424
2024/10/23 23:00,1540,1776,756,4344,24264,3636,13048,23848,1072
2024/10/24 0:00,1520,1712,748,4244,24272,1908,11504,18820,800
2024/10/24 1:00,1524,1712,732,4132,24280,2356,10364,14620,484
2024/10/24 2:00,1512,1712,688,4084,24280,2016,8868,14172,280
2024/10/24 3:00,1508,1712,672,4084,24276,1196,9808,14264,192
2024/10/24 4:00,1460,1712,680,4032,24308,1684,9428,13980,176
2024/10/24 5:00,1348,1712,708,4064,24292,1876,8440,14140,176
2024/10/24 6:00,1392,1852,720,4124,24280,2588,9556,16200,176
2024/10/24 7:00,1420,1952,732,4156,24272,4260,13992,18968,188
2024/10/24 8:00,1408,2072,724,4220,24300,5652,17048,21220,264
2024/10/24 9:00,1392,2140,724,4196,24288,6388,15824,22300,8044
2024/10/24 10:00,1384,2272,536,4172,24296,3316,11328,18640,30972
2024/10/24 11:00,1356,2484,500,4180,24232,432,8848,14304,51632
2024/10/24 12:00,1332,2512,492,4172,24176,80,5196,11380,59200
2024/10/24 13:00,1376,2496,588,4168,24144,136,5112,11484,62180
2024/10/24 14:00,1380,2496,688,4132,24104,44,6556,11928,58672
2024/10/24 15:00,1328,2380,732,4128,24104,0,6920,11752,55268
2024/10/24 16:00,1328,2160,740,4132,24132,0,7540,11544,52676
2024/10/24 17:00,1344,1948,744,4196,24208,360,8580,14576,42680
2024/10/24 18:00,1452,1912,760,4308,24224,4200,14152,21484,19260
2024/10/24 19:00,1492,1780,788,4420,24240,7328,18720,27776,2992
2024/10/24 20:00,1488,1704,816,4336,24256,8792,17960,26800,900
2024/10/24 21:00,1580,1712,808,4324,24268,8444,17604,25052,792
2024/10/24 22:00,1608,1712,780,4316,24280,5476,15552,20920,496
2024/10/24 23:00,1552,1712,724,4420,24280,4036,12984,18744,408
2024/10/25 0:00,1500,1712,720,4280,24288,3108,7944,15884,280
2024/10/25 1:00,1532,1712,712,4184,24284,2092,7544,12852,236
2024/10/25 2:00,1588,1712,692,4272,24276,1284,8644,13212,160
2024/10/25 3:00,1540,1712,704,4144,24272,1088,8256,13268,160
2024/10/25 4:00,1500,1712,700,4088,24272,972,8060,12888,160
2024/10/25 5:00,1516,1712,712,4124,24276,1296,8956,12992,160
2024/10/25 6:00,1416,1712,712,4108,24272,3312,7764,14868,160
2024/10/25 7:00,1540,1712,724,4352,24272,5428,13724,18436,172
2024/10/25 8:00,1624,1864,724,4452,24280,7356,18432,21676,244
2024/10/25 9:00,1624,2100,736,4408,24272,8316,18328,24140,3536
2024/10/25 10:00,1564,2364,704,4364,24272,6720,17800,23952,13900
2024/10/25 11:00,1472,2532,696,4260,24272,5796,15376,21576,23792
2024/10/25 12:00,1468,2564,704,4240,24268,5768,13132,18468,30720
2024/10/25 13:00,1396,2564,704,4168,24256,5300,10320,17540,36672
2024/10/25 14:00,1444,2568,704,4184,24256,3960,10084,15416,38556
2024/10/25 15:00,1440,2584,712,4160,24232,3220,9000,13660,40560
2024/10/25 16:00,1496,2440,724,4048,24144,2372,8576,14796,35580
2024/10/25 17:00,1448,2196,716,4084,24128,1772,7224,19056,29644
2024/10/25 18:00,1636,1980,728,4348,24128,5844,11868,26124,15204
2024/10/25 19:00,1636,1924,736,4592,24152,8320,18976,29492,2572
2024/10/25 20:00,1632,1852,816,4676,24240,8944,21160,32168,392
2024/10/25 21:00,1636,1740,800,4692,24256,9108,20388,30464,224
2024/10/25 22:00,1644,1712,788,4684,24256,8084,18908,27468,208
2024/10/25 23:00,1636,1716,744,4676,24256,7428,18304,24864,196
2024/10/26 0:00,1588,1712,736,4484,24264,6752,15848,18208,160
2024/10/26 1:00,1592,1224,792,4340,24272,4972,13860,16648,152
2024/10/26 2:00,1544,992,800,4284,24272,3304,11428,16880,160
2024/10/26 3:00,1572,992,780,4196,24280,3152,11416,16156,160
2024/10/26 4:00,1540,992,784,4120,24284,2928,9100,15304,160
2024/10/26 5:00,1568,992,784,4104,24272,1920,8932,14804,160
2024/10/26 6:00,1560,992,784,4156,24272,1336,8932,14884,160
2024/10/26 7:00,1516,992,780,4244,24272,1588,9620,16276,172
2024/10/26 8:00,1540,992,768,4212,24272,2568,11432,17420,220
2024/10/26 9:00,1524,992,768,4108,24284,3400,13212,18120,7832
2024/10/26 10:00,1456,992,768,4020,24276,2472,9812,15740,30108
2024/10/26 11:00,1588,992,752,4112,24284,1848,10324,13076,39224
2024/10/26 12:00,1572,992,720,4148,24276,2800,10300,9568,43020
2024/10/26 13:00,1572,992,688,4248,24280,2800,10076,9684,43020
2024/10/26 14:00,1608,992,688,4296,24284,2728,9836,10328,39060
2024/10/26 15:00,1572,992,692,4096,24280,2572,8676,11604,34408
2024/10/26 16:00,1592,992,696,4044,24280,2276,8732,12740,27620
2024/10/26 17:00,1516,992,700,4104,24280,2600,10084,17056,20460
2024/10/26 18:00,1524,992,716,4284,24272,4120,13776,23068,8796
2024/10/26 19:00,1568,992,720,4568,24272,6496,17464,24816,1108
2024/10/26 20:00,1608,992,740,4692,24272,7280,18608,24784,196
2024/10/26 21:00,1616,992,772,4712,24272,7308,18708,23568,184
