"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"04/01/2024 06:00 - 04/01/2024 06:15","Spain (ES)","21988.00","22618.00"
"04/01/2024 06:15 - 04/01/2024 06:30","Spain (ES)","23124.00","23327.00"
"04/01/2024 06:30 - 04/01/2024 06:45","Spain (ES)","23784.00","24108.00"
"04/01/2024 06:45 - 04/01/2024 07:00","Spain (ES)","24300.00","24926.00"
"04/01/2024 07:00 - 04/01/2024 07:15","Spain (ES)","25016.00","25892.00"
"04/01/2024 07:15 - 04/01/2024 07:30","Spain (ES)","26136.00","26677.00"
"04/01/2024 07:30 - 04/01/2024 07:45","Spain (ES)","26956.00","27395.00"
"04/01/2024 07:45 - 04/01/2024 08:00","Spain (ES)","27600.00","28038.00"
"04/01/2024 08:00 - 04/01/2024 08:15","Spain (ES)","28200.00","28776.00"
"04/01/2024 08:15 - 04/01/2024 08:30","Spain (ES)","28796.00","29278.00"
"04/01/2024 08:30 - 04/01/2024 08:45","Spain (ES)","29500.00","29709.00"
"04/01/2024 08:45 - 04/01/2024 09:00","Spain (ES)","29824.00","30074.00"
"04/01/2024 09:00 - 04/01/2024 09:15","Spain (ES)","30032.00","30498.00"
"04/01/2024 09:15 - 04/01/2024 09:30","Spain (ES)","30604.00","30742.00"
"04/01/2024 09:30 - 04/01/2024 09:45","Spain (ES)","31140.00","30932.00"
"04/01/2024 09:45 - 04/01/2024 10:00","Spain (ES)","31248.00","31065.00"
"04/01/2024 10:00 - 04/01/2024 10:15","Spain (ES)","31424.00","31257.00"
"04/01/2024 10:15 - 04/01/2024 10:30","Spain (ES)","31528.00","31270.00"
"04/01/2024 10:30 - 04/01/2024 10:45","Spain (ES)","31684.00","31223.00"
"04/01/2024 10:45 - 04/01/2024 11:00","Spain (ES)","31608.00","31129.00"
"04/01/2024 11:00 - 04/01/2024 11:15","Spain (ES)","31660.00","31016.00"
"04/01/2024 11:15 - 04/01/2024 11:30","Spain (ES)","31704.00","30881.00"
"04/01/2024 11:30 - 04/01/2024 11:45","Spain (ES)","31648.00","30751.00"
"04/01/2024 11:45 - 04/01/2024 12:00","Spain (ES)","31464.00","30638.00"
"04/01/2024 12:00 - 04/01/2024 12:15","Spain (ES)","31568.00","30474.00"
"04/01/2024 12:15 - 04/01/2024 12:30","Spain (ES)","31612.00","30431.00"
"04/01/2024 12:30 - 04/01/2024 12:45","Spain (ES)","31560.00","30436.00"
"04/01/2024 12:45 - 04/01/2024 13:00","Spain (ES)","31648.00","30472.00"
"04/01/2024 13:00 - 04/01/2024 13:15","Spain (ES)","31648.00","30554.00"
"04/01/2024 13:15 - 04/01/2024 13:30","Spain (ES)","31704.00","30588.00"
"04/01/2024 13:30 - 04/01/2024 13:45","Spain (ES)","31932.00","30593.00"
"04/01/2024 13:45 - 04/01/2024 14:00","Spain (ES)","32004.00","30564.00"
"04/01/2024 14:00 - 04/01/2024 14:15","Spain (ES)","32072.00","30562.00"
"04/01/2024 14:15 - 04/01/2024 14:30","Spain (ES)","32008.00","30465.00"
"04/01/2024 14:30 - 04/01/2024 14:45","Spain (ES)","31944.00","30338.00"
"04/01/2024 14:45 - 04/01/2024 15:00","Spain (ES)","31696.00","30199.00"
"04/01/2024 15:00 - 04/01/2024 15:15","Spain (ES)","31388.00","29996.00"
"04/01/2024 15:15 - 04/01/2024 15:30","Spain (ES)","31204.00","29900.00"
"04/01/2024 15:30 - 04/01/2024 15:45","Spain (ES)","31072.00","29854.00"
"04/01/2024 15:45 - 04/01/2024 16:00","Spain (ES)","31036.00","29854.00"
"04/01/2024 16:00 - 04/01/2024 16:15","Spain (ES)","30952.00","29832.00"
"04/01/2024 16:15 - 04/01/2024 16:30","Spain (ES)","30916.00","29898.00"
"04/01/2024 16:30 - 04/01/2024 16:45","Spain (ES)","30888.00","29988.00"
"04/01/2024 16:45 - 04/01/2024 17:00","Spain (ES)","30824.00","30116.00"
"04/01/2024 17:00 - 04/01/2024 17:15","Spain (ES)","30844.00","30165.00"
"04/01/2024 17:15 - 04/01/2024 17:30","Spain (ES)","30768.00","30422.00"
"04/01/2024 17:30 - 04/01/2024 17:45","Spain (ES)","30916.00","30758.00"
"04/01/2024 17:45 - 04/01/2024 18:00","Spain (ES)","31164.00","31133.00"
"04/01/2024 18:00 - 04/01/2024 18:15","Spain (ES)","31528.00","31651.00"
"04/01/2024 18:15 - 04/01/2024 18:30","Spain (ES)","31772.00","31945.00"
"04/01/2024 18:30 - 04/01/2024 18:45","Spain (ES)","32104.00","32134.00"
"04/01/2024 18:45 - 04/01/2024 19:00","Spain (ES)","32200.00","32243.00"
"04/01/2024 19:00 - 04/01/2024 19:15","Spain (ES)","32392.00","32295.00"
"04/01/2024 19:15 - 04/01/2024 19:30","Spain (ES)","32448.00","32371.00"
"04/01/2024 19:30 - 04/01/2024 19:45","Spain (ES)","32552.00","32481.00"
"04/01/2024 19:45 - 04/01/2024 20:00","Spain (ES)","32516.00","32611.00"
"04/01/2024 20:00 - 04/01/2024 20:15","Spain (ES)","32656.00","32827.00"
"04/01/2024 20:15 - 04/01/2024 20:30","Spain (ES)","32936.00","32916.00"
"04/01/2024 20:30 - 04/01/2024 20:45","Spain (ES)","33008.00","32943.00"
"04/01/2024 20:45 - 04/01/2024 21:00","Spain (ES)","32956.00","32881.00"
"04/01/2024 21:00 - 04/01/2024 21:15","Spain (ES)","33192.00","33003.00"
"04/01/2024 21:15 - 04/01/2024 21:30","Spain (ES)","32960.00","32673.00"
"04/01/2024 21:30 - 04/01/2024 21:45","Spain (ES)","32796.00","32179.00"
"04/01/2024 21:45 - 04/01/2024 22:00","Spain (ES)","32292.00","31546.00"
"04/01/2024 22:00 - 04/01/2024 22:15","Spain (ES)","31564.00","30932.00"
"04/01/2024 22:15 - 04/01/2024 22:30","Spain (ES)","30664.00","30138.00"
"04/01/2024 22:30 - 04/01/2024 22:45","Spain (ES)","30060.00","29322.00"
"04/01/2024 22:45 - 04/01/2024 23:00","Spain (ES)","29436.00","28519.00"
"04/01/2024 23:00 - 04/01/2024 23:15","Spain (ES)","28696.00","27631.00"
"04/01/2024 23:15 - 04/01/2024 23:30","Spain (ES)","27840.00","26956.00"
"04/01/2024 23:30 - 04/01/2024 23:45","Spain (ES)","27252.00","26382.00"
"04/01/2024 23:45 - 05/01/2024 00:00","Spain (ES)","26580.00","25886.00"
"05/01/2024 00:00 - 05/01/2024 00:15","Spain (ES)","25840.00","25589.00"
"05/01/2024 00:15 - 05/01/2024 00:30","Spain (ES)","25636.00","25074.00"
"05/01/2024 00:30 - 05/01/2024 00:45","Spain (ES)","25216.00","24570.00"
"05/01/2024 00:45 - 05/01/2024 01:00","Spain (ES)","24580.00","24087.00"
"05/01/2024 01:00 - 05/01/2024 01:15","Spain (ES)","23908.00","23567.00"
"05/01/2024 01:15 - 05/01/2024 01:30","Spain (ES)","23636.00","23154.00"
"05/01/2024 01:30 - 05/01/2024 01:45","Spain (ES)","23144.00","22787.00"
"05/01/2024 01:45 - 05/01/2024 02:00","Spain (ES)","22608.00","22466.00"
"05/01/2024 02:00 - 05/01/2024 02:15","Spain (ES)","22396.00","22117.00"
"05/01/2024 02:15 - 05/01/2024 02:30","Spain (ES)","22160.00","21879.00"
"05/01/2024 02:30 - 05/01/2024 02:45","Spain (ES)","21760.00","21678.00"
"05/01/2024 02:45 - 05/01/2024 03:00","Spain (ES)","21532.00","21510.00"
"05/01/2024 03:00 - 05/01/2024 03:15","Spain (ES)","21492.00","21323.00"
"05/01/2024 03:15 - 05/01/2024 03:30","Spain (ES)","21220.00","21213.00"
"05/01/2024 03:30 - 05/01/2024 03:45","Spain (ES)","21124.00","21127.00"
"05/01/2024 03:45 - 05/01/2024 04:00","Spain (ES)","20952.00","21064.00"
"05/01/2024 04:00 - 05/01/2024 04:15","Spain (ES)","20764.00","20971.00"
"05/01/2024 04:15 - 05/01/2024 04:30","Spain (ES)","20824.00","20955.00"
"05/01/2024 04:30 - 05/01/2024 04:45","Spain (ES)","20880.00","20966.00"
"05/01/2024 04:45 - 05/01/2024 05:00","Spain (ES)","20832.00","21023.00"
"05/01/2024 05:00 - 05/01/2024 05:15","Spain (ES)","20828.00","20959.00"
"05/01/2024 05:15 - 05/01/2024 05:30","Spain (ES)","21112.00","21175.00"
"05/01/2024 05:30 - 05/01/2024 05:45","Spain (ES)","21216.00","21499.00"
"05/01/2024 05:45 - 05/01/2024 06:00","Spain (ES)","21448.00","21927.00"
"05/01/2024 06:00 - 05/01/2024 06:15","Spain (ES)","21772.00","22327.00"
"05/01/2024 06:15 - 05/01/2024 06:30","Spain (ES)","22612.00","22926.00"
"05/01/2024 06:30 - 05/01/2024 06:45","Spain (ES)","23120.00","23593.00"
"05/01/2024 06:45 - 05/01/2024 07:00","Spain (ES)","23544.00","24293.00"
"05/01/2024 07:00 - 05/01/2024 07:15","Spain (ES)","24216.00","25121.00"
"05/01/2024 07:15 - 05/01/2024 07:30","Spain (ES)","25468.00","25781.00"
"05/01/2024 07:30 - 05/01/2024 07:45","Spain (ES)","26244.00","26374.00"
"05/01/2024 07:45 - 05/01/2024 08:00","Spain (ES)","26708.00","26915.00"
"05/01/2024 08:00 - 05/01/2024 08:15","Spain (ES)","27216.00","27453.00"
"05/01/2024 08:15 - 05/01/2024 08:30","Spain (ES)","27940.00","27964.00"
"05/01/2024 08:30 - 05/01/2024 08:45","Spain (ES)","28464.00","28488.00"
"05/01/2024 08:45 - 05/01/2024 09:00","Spain (ES)","28804.00","29002.00"
"05/01/2024 09:00 - 05/01/2024 09:15","Spain (ES)","29000.00","29651.00"
"05/01/2024 09:15 - 05/01/2024 09:30","Spain (ES)","29692.00","30050.00"
"05/01/2024 09:30 - 05/01/2024 09:45","Spain (ES)","30176.00","30350.00"
"05/01/2024 09:45 - 05/01/2024 10:00","Spain (ES)","30288.00","30558.00"
"05/01/2024 10:00 - 05/01/2024 10:15","Spain (ES)","30424.00","30805.00"
"05/01/2024 10:15 - 05/01/2024 10:30","Spain (ES)","30336.00","30872.00"
"05/01/2024 10:30 - 05/01/2024 10:45","Spain (ES)","30420.00","30889.00"
"05/01/2024 10:45 - 05/01/2024 11:00","Spain (ES)","30256.00","30866.00"
"05/01/2024 11:00 - 05/01/2024 11:15","Spain (ES)","30180.00","30850.00"
"05/01/2024 11:15 - 05/01/2024 11:30","Spain (ES)","29964.00","30766.00"
"05/01/2024 11:30 - 05/01/2024 11:45","Spain (ES)","30044.00","30663.00"
"05/01/2024 11:45 - 05/01/2024 12:00","Spain (ES)","30180.00","30562.00"
"05/01/2024 12:00 - 05/01/2024 12:15","Spain (ES)","30156.00","30396.00"
"05/01/2024 12:15 - 05/01/2024 12:30","Spain (ES)","29976.00","30363.00"
"05/01/2024 12:30 - 05/01/2024 12:45","Spain (ES)","30092.00","30388.00"
"05/01/2024 12:45 - 05/01/2024 13:00","Spain (ES)","30020.00","30442.00"
"05/01/2024 13:00 - 05/01/2024 13:15","Spain (ES)","30008.00","30595.00"
"05/01/2024 13:15 - 05/01/2024 13:30","Spain (ES)","29976.00","30591.00"
"05/01/2024 13:30 - 05/01/2024 13:45","Spain (ES)","30028.00","30512.00"
"05/01/2024 13:45 - 05/01/2024 14:00","Spain (ES)","30132.00","30366.00"
"05/01/2024 14:00 - 05/01/2024 14:15","Spain (ES)","30104.00","30213.00"
"05/01/2024 14:15 - 05/01/2024 14:30","Spain (ES)","29920.00","29995.00"
"05/01/2024 14:30 - 05/01/2024 14:45","Spain (ES)","29856.00","29770.00"
"05/01/2024 14:45 - 05/01/2024 15:00","Spain (ES)","29704.00","29552.00"
"05/01/2024 15:00 - 05/01/2024 15:15","Spain (ES)","29464.00","29284.00"
"05/01/2024 15:15 - 05/01/2024 15:30","Spain (ES)","29080.00","29117.00"
"05/01/2024 15:30 - 05/01/2024 15:45","Spain (ES)","28984.00","28991.00"
"05/01/2024 15:45 - 05/01/2024 16:00","Spain (ES)","28748.00","28908.00"
"05/01/2024 16:00 - 05/01/2024 16:15","Spain (ES)","28696.00","28786.00"
"05/01/2024 16:15 - 05/01/2024 16:30","Spain (ES)","28636.00","28783.00"
"05/01/2024 16:30 - 05/01/2024 16:45","Spain (ES)","28608.00","28819.00"
"05/01/2024 16:45 - 05/01/2024 17:00","Spain (ES)","28568.00","28895.00"
"05/01/2024 17:00 - 05/01/2024 17:15","Spain (ES)","28524.00","28937.00"
"05/01/2024 17:15 - 05/01/2024 17:30","Spain (ES)","28796.00","29101.00"
"05/01/2024 17:30 - 05/01/2024 17:45","Spain (ES)","28796.00","29306.00"
"05/01/2024 17:45 - 05/01/2024 18:00","Spain (ES)","28920.00","29520.00"
"05/01/2024 18:00 - 05/01/2024 18:15","Spain (ES)","29276.00","29847.00"
"05/01/2024 18:15 - 05/01/2024 18:30","Spain (ES)","29472.00","29965.00"
"05/01/2024 18:30 - 05/01/2024 18:45","Spain (ES)","29728.00","29991.00"
"05/01/2024 18:45 - 05/01/2024 19:00","Spain (ES)","29916.00","29956.00"
"05/01/2024 19:00 - 05/01/2024 19:15","Spain (ES)","29856.00","29828.00"
"05/01/2024 19:15 - 05/01/2024 19:30","Spain (ES)","29908.00","29814.00"
"05/01/2024 19:30 - 05/01/2024 19:45","Spain (ES)","29784.00","29865.00"
"05/01/2024 19:45 - 05/01/2024 20:00","Spain (ES)","29800.00","29965.00"
"05/01/2024 20:00 - 05/01/2024 20:15","Spain (ES)","29892.00","30140.00"
"05/01/2024 20:15 - 05/01/2024 20:30","Spain (ES)","30076.00","30237.00"
"05/01/2024 20:30 - 05/01/2024 20:45","Spain (ES)","30156.00","30285.00"
"05/01/2024 20:45 - 05/01/2024 21:00","Spain (ES)","30184.00","30260.00"
"05/01/2024 21:00 - 05/01/2024 21:15","Spain (ES)","30460.00","30385.00"
"05/01/2024 21:15 - 05/01/2024 21:30","Spain (ES)","30288.00","30140.00"
"05/01/2024 21:30 - 05/01/2024 21:45","Spain (ES)","30208.00","29761.00"
"05/01/2024 21:45 - 05/01/2024 22:00","Spain (ES)","29700.00","29273.00"
"05/01/2024 22:00 - 05/01/2024 22:15","Spain (ES)","29140.00","28776.00"
"05/01/2024 22:15 - 05/01/2024 22:30","Spain (ES)","28660.00","28178.00"
"05/01/2024 22:30 - 05/01/2024 22:45","Spain (ES)","28116.00","27578.00"
"05/01/2024 22:45 - 05/01/2024 23:00","Spain (ES)","27716.00","26995.00"
"05/01/2024 23:00 - 05/01/2024 23:15","Spain (ES)","27156.00","26364.00"
"05/01/2024 23:15 - 05/01/2024 23:30","Spain (ES)","26440.00","25870.00"
"05/01/2024 23:30 - 05/01/2024 23:45","Spain (ES)","26056.00","25437.00"
"05/01/2024 23:45 - 06/01/2024 00:00","Spain (ES)","25564.00","25040.00"
"06/01/2024 00:00 - 06/01/2024 00:15","Spain (ES)","25012.00","24884.00"
"06/01/2024 00:15 - 06/01/2024 00:30","Spain (ES)","24620.00","24394.00"
"06/01/2024 00:30 - 06/01/2024 00:45","Spain (ES)","24416.00","23876.00"
"06/01/2024 00:45 - 06/01/2024 01:00","Spain (ES)","24052.00","23352.00"
"06/01/2024 01:00 - 06/01/2024 01:15","Spain (ES)","23572.00","22779.00"
"06/01/2024 01:15 - 06/01/2024 01:30","Spain (ES)","22808.00","22310.00"
"06/01/2024 01:30 - 06/01/2024 01:45","Spain (ES)","22412.00","21894.00"
"06/01/2024 01:45 - 06/01/2024 02:00","Spain (ES)","22152.00","21530.00"
"06/01/2024 02:00 - 06/01/2024 02:15","Spain (ES)","21616.00","21155.00"
"06/01/2024 02:15 - 06/01/2024 02:30","Spain (ES)","21264.00","20866.00"
"06/01/2024 02:30 - 06/01/2024 02:45","Spain (ES)","20936.00","20603.00"
"06/01/2024 02:45 - 06/01/2024 03:00","Spain (ES)","20704.00","20365.00"
"06/01/2024 03:00 - 06/01/2024 03:15","Spain (ES)","20488.00","20107.00"
"06/01/2024 03:15 - 06/01/2024 03:30","Spain (ES)","20228.00","19920.00"
"06/01/2024 03:30 - 06/01/2024 03:45","Spain (ES)","20092.00","19758.00"
"06/01/2024 03:45 - 06/01/2024 04:00","Spain (ES)","19836.00","19620.00"
"06/01/2024 04:00 - 06/01/2024 04:15","Spain (ES)","19900.00","19462.00"
"06/01/2024 04:15 - 06/01/2024 04:30","Spain (ES)","19736.00","19372.00"
"06/01/2024 04:30 - 06/01/2024 04:45","Spain (ES)","19696.00","19305.00"
"06/01/2024 04:45 - 06/01/2024 05:00","Spain (ES)","19600.00","19263.00"
"06/01/2024 05:00 - 06/01/2024 05:15","Spain (ES)","19548.00","19188.00"
"06/01/2024 05:15 - 06/01/2024 05:30","Spain (ES)","19540.00","19204.00"
"06/01/2024 05:30 - 06/01/2024 05:45","Spain (ES)","19656.00","19251.00"
"06/01/2024 05:45 - 06/01/2024 06:00","Spain (ES)","19644.00","19328.00"
"06/01/2024 06:00 - 06/01/2024 06:15","Spain (ES)","19664.00","19392.00"
"06/01/2024 06:15 - 06/01/2024 06:30","Spain (ES)","19824.00","19519.00"
"06/01/2024 06:30 - 06/01/2024 06:45","Spain (ES)","19928.00","19665.00"
"06/01/2024 06:45 - 06/01/2024 07:00","Spain (ES)","19932.00","19820.00"
"06/01/2024 07:00 - 06/01/2024 07:15","Spain (ES)","20144.00","19999.00"
"06/01/2024 07:15 - 06/01/2024 07:30","Spain (ES)","20500.00","20135.00"
"06/01/2024 07:30 - 06/01/2024 07:45","Spain (ES)","20544.00","20251.00"
"06/01/2024 07:45 - 06/01/2024 08:00","Spain (ES)","20692.00","20375.00"
"06/01/2024 08:00 - 06/01/2024 08:15","Spain (ES)","20900.00","20387.00"
"06/01/2024 08:15 - 06/01/2024 08:30","Spain (ES)","21020.00","20631.00"
"06/01/2024 08:30 - 06/01/2024 08:45","Spain (ES)","21268.00","20974.00"
"06/01/2024 08:45 - 06/01/2024 09:00","Spain (ES)","21440.00","21389.00"
"06/01/2024 09:00 - 06/01/2024 09:15","Spain (ES)","21756.00","21894.00"
"06/01/2024 09:15 - 06/01/2024 09:30","Spain (ES)","22132.00","22325.00"
"06/01/2024 09:30 - 06/01/2024 09:45","Spain (ES)","22612.00","22708.00"
"06/01/2024 09:45 - 06/01/2024 10:00","Spain (ES)","23012.00","23044.00"
"06/01/2024 10:00 - 06/01/2024 10:15","Spain (ES)","23548.00","23412.00"
"06/01/2024 10:15 - 06/01/2024 10:30","Spain (ES)","23996.00","23680.00"
"06/01/2024 10:30 - 06/01/2024 10:45","Spain (ES)","24368.00","23922.00"
"06/01/2024 10:45 - 06/01/2024 11:00","Spain (ES)","24408.00","24127.00"
"06/01/2024 11:00 - 06/01/2024 11:15","Spain (ES)","24552.00","24414.00"
"06/01/2024 11:15 - 06/01/2024 11:30","Spain (ES)","24580.00","24503.00"
"06/01/2024 11:30 - 06/01/2024 11:45","Spain (ES)","24640.00","24518.00"
"06/01/2024 11:45 - 06/01/2024 12:00","Spain (ES)","24616.00","24478.00"
"06/01/2024 12:00 - 06/01/2024 12:15","Spain (ES)","24736.00","24396.00"
"06/01/2024 12:15 - 06/01/2024 12:30","Spain (ES)","24720.00","24327.00"
"06/01/2024 12:30 - 06/01/2024 12:45","Spain (ES)","24512.00","24280.00"
"06/01/2024 12:45 - 06/01/2024 13:00","Spain (ES)","24460.00","24269.00"
"06/01/2024 13:00 - 06/01/2024 13:15","Spain (ES)","24532.00","24210.00"
"06/01/2024 13:15 - 06/01/2024 13:30","Spain (ES)","24528.00","24298.00"
"06/01/2024 13:30 - 06/01/2024 13:45","Spain (ES)","24632.00","24438.00"
"06/01/2024 13:45 - 06/01/2024 14:00","Spain (ES)","24756.00","24579.00"
"06/01/2024 14:00 - 06/01/2024 14:15","Spain (ES)","24832.00","24925.00"
"06/01/2024 14:15 - 06/01/2024 14:30","Spain (ES)","24708.00","24868.00"
"06/01/2024 14:30 - 06/01/2024 14:45","Spain (ES)","24404.00","24638.00"
"06/01/2024 14:45 - 06/01/2024 15:00","Spain (ES)","24300.00","24295.00"
"06/01/2024 15:00 - 06/01/2024 15:15","Spain (ES)","23920.00","23776.00"
"06/01/2024 15:15 - 06/01/2024 15:30","Spain (ES)","23700.00","23469.00"
"06/01/2024 15:30 - 06/01/2024 15:45","Spain (ES)","23480.00","23290.00"
"06/01/2024 15:45 - 06/01/2024 16:00","Spain (ES)","23352.00","23226.00"
"06/01/2024 16:00 - 06/01/2024 16:15","Spain (ES)","23152.00","23142.00"
"06/01/2024 16:15 - 06/01/2024 16:30","Spain (ES)","23556.00","23219.00"
"06/01/2024 16:30 - 06/01/2024 16:45","Spain (ES)","23616.00","23331.00"
"06/01/2024 16:45 - 06/01/2024 17:00","Spain (ES)","23652.00","23494.00"
"06/01/2024 17:00 - 06/01/2024 17:15","Spain (ES)","23820.00","23543.00"
"06/01/2024 17:15 - 06/01/2024 17:30","Spain (ES)","24072.00","23886.00"
"06/01/2024 17:30 - 06/01/2024 17:45","Spain (ES)","24256.00","24344.00"
"06/01/2024 17:45 - 06/01/2024 18:00","Spain (ES)","24656.00","24872.00"
"06/01/2024 18:00 - 06/01/2024 18:15","Spain (ES)","25300.00","25554.00"
"06/01/2024 18:15 - 06/01/2024 18:30","Spain (ES)","25928.00","26042.00"
"06/01/2024 18:30 - 06/01/2024 18:45","Spain (ES)","26448.00","26432.00"
"06/01/2024 18:45 - 06/01/2024 19:00","Spain (ES)","27036.00","26738.00"
"06/01/2024 19:00 - 06/01/2024 19:15","Spain (ES)","27188.00","27039.00"
"06/01/2024 19:15 - 06/01/2024 19:30","Spain (ES)","27404.00","27258.00"
"06/01/2024 19:30 - 06/01/2024 19:45","Spain (ES)","27524.00","27469.00"
"06/01/2024 19:45 - 06/01/2024 20:00","Spain (ES)","27784.00","27676.00"
"06/01/2024 20:00 - 06/01/2024 20:15","Spain (ES)","27804.00","27907.00"
"06/01/2024 20:15 - 06/01/2024 20:30","Spain (ES)","28144.00","28100.00"
"06/01/2024 20:30 - 06/01/2024 20:45","Spain (ES)","28304.00","28277.00"
"06/01/2024 20:45 - 06/01/2024 21:00","Spain (ES)","28476.00","28415.00"
"06/01/2024 21:00 - 06/01/2024 21:15","Spain (ES)","28620.00","28690.00"
"06/01/2024 21:15 - 06/01/2024 21:30","Spain (ES)","28872.00","28662.00"
"06/01/2024 21:30 - 06/01/2024 21:45","Spain (ES)","28856.00","28514.00"
"06/01/2024 21:45 - 06/01/2024 22:00","Spain (ES)","28724.00","28260.00"
"06/01/2024 22:00 - 06/01/2024 22:15","Spain (ES)","28488.00","28042.00"
"06/01/2024 22:15 - 06/01/2024 22:30","Spain (ES)","27968.00","27636.00"
"06/01/2024 22:30 - 06/01/2024 22:45","Spain (ES)","27668.00","27185.00"
"06/01/2024 22:45 - 06/01/2024 23:00","Spain (ES)","27276.00","26704.00"
"06/01/2024 23:00 - 06/01/2024 23:15","Spain (ES)","26860.00","26225.00"
"06/01/2024 23:15 - 06/01/2024 23:30","Spain (ES)","26272.00","25722.00"
"06/01/2024 23:30 - 06/01/2024 23:45","Spain (ES)","25884.00","25225.00"
"06/01/2024 23:45 - 07/01/2024 00:00","Spain (ES)","25232.00","24729.00"
"07/01/2024 00:00 - 07/01/2024 00:15","Spain (ES)","24656.00","24400.00"
"07/01/2024 00:15 - 07/01/2024 00:30","Spain (ES)","24456.00","23896.00"
"07/01/2024 00:30 - 07/01/2024 00:45","Spain (ES)","23988.00","23384.00"
"07/01/2024 00:45 - 07/01/2024 01:00","Spain (ES)","23324.00","22878.00"
"07/01/2024 01:00 - 07/01/2024 01:15","Spain (ES)","22868.00","22335.00"
"07/01/2024 01:15 - 07/01/2024 01:30","Spain (ES)","22432.00","21887.00"
"07/01/2024 01:30 - 07/01/2024 01:45","Spain (ES)","21888.00","21486.00"
"07/01/2024 01:45 - 07/01/2024 02:00","Spain (ES)","21592.00","21130.00"
"07/01/2024 02:00 - 07/01/2024 02:15","Spain (ES)","21076.00","20755.00"
"07/01/2024 02:15 - 07/01/2024 02:30","Spain (ES)","20812.00","20477.00"
"07/01/2024 02:30 - 07/01/2024 02:45","Spain (ES)","20516.00","20230.00"
"07/01/2024 02:45 - 07/01/2024 03:00","Spain (ES)","20404.00","20014.00"
"07/01/2024 03:00 - 07/01/2024 03:15","Spain (ES)","20108.00","19773.00"
"07/01/2024 03:15 - 07/01/2024 03:30","Spain (ES)","19772.00","19618.00"
"07/01/2024 03:30 - 07/01/2024 03:45","Spain (ES)","19708.00","19493.00"
"07/01/2024 03:45 - 07/01/2024 04:00","Spain (ES)","19624.00","19395.00"
"07/01/2024 04:00 - 07/01/2024 04:15","Spain (ES)","19504.00","19280.00"
"07/01/2024 04:15 - 07/01/2024 04:30","Spain (ES)","19348.00","19227.00"
"07/01/2024 04:30 - 07/01/2024 04:45","Spain (ES)","19148.00","19193.00"
"07/01/2024 04:45 - 07/01/2024 05:00","Spain (ES)","19228.00","19180.00"
"07/01/2024 05:00 - 07/01/2024 05:15","Spain (ES)","19184.00","19137.00"
"07/01/2024 05:15 - 07/01/2024 05:30","Spain (ES)","19264.00","19174.00"
"07/01/2024 05:30 - 07/01/2024 05:45","Spain (ES)","19236.00","19240.00"
"07/01/2024 05:45 - 07/01/2024 06:00","Spain (ES)","19440.00","19334.00"
"07/01/2024 06:00 - 07/01/2024 06:15","Spain (ES)","19396.00","19408.00"
"07/01/2024 06:15 - 07/01/2024 06:30","Spain (ES)","19688.00","19556.00"
"07/01/2024 06:30 - 07/01/2024 06:45","Spain (ES)","19812.00","19729.00"
"07/01/2024 06:45 - 07/01/2024 07:00","Spain (ES)","20036.00","19919.00"
"07/01/2024 07:00 - 07/01/2024 07:15","Spain (ES)","20172.00","20120.00"
"07/01/2024 07:15 - 07/01/2024 07:30","Spain (ES)","20464.00","20313.00"
"07/01/2024 07:30 - 07/01/2024 07:45","Spain (ES)","20856.00","20498.00"
"07/01/2024 07:45 - 07/01/2024 08:00","Spain (ES)","21140.00","20700.00"
"07/01/2024 08:00 - 07/01/2024 08:15","Spain (ES)","21224.00","20803.00"
"07/01/2024 08:15 - 07/01/2024 08:30","Spain (ES)","21548.00","21119.00"
"07/01/2024 08:30 - 07/01/2024 08:45","Spain (ES)","21616.00","21526.00"
"07/01/2024 08:45 - 07/01/2024 09:00","Spain (ES)","21824.00","22002.00"
"07/01/2024 09:00 - 07/01/2024 09:15","Spain (ES)","22112.00","22550.00"
"07/01/2024 09:15 - 07/01/2024 09:30","Spain (ES)","22564.00","23070.00"
"07/01/2024 09:30 - 07/01/2024 09:45","Spain (ES)","22960.00","23565.00"
"07/01/2024 09:45 - 07/01/2024 10:00","Spain (ES)","23496.00","24016.00"
