Time_Interval,Country_Area,Total_Generation
17/09/2024 15:15:00 - 17/09/2024 15:30:00,Spain (ES),33284
17/09/2024 15:30:00 - 17/09/2024 15:45:00,Spain (ES),33440
17/09/2024 15:45:00 - 17/09/2024 16:00:00,Spain (ES),33660
17/09/2024 16:00:00 - 17/09/2024 16:15:00,Spain (ES),33684
17/09/2024 16:15:00 - 17/09/2024 16:30:00,Spain (ES),34232
17/09/2024 16:30:00 - 17/09/2024 16:45:00,Spain (ES),34536
17/09/2024 16:45:00 - 17/09/2024 17:00:00,Spain (ES),34576
17/09/2024 17:00:00 - 17/09/2024 17:15:00,Spain (ES),34588
17/09/2024 17:15:00 - 17/09/2024 17:30:00,Spain (ES),34880
17/09/2024 17:30:00 - 17/09/2024 17:45:00,Spain (ES),35120
17/09/2024 17:45:00 - 17/09/2024 18:00:00,Spain (ES),35448
17/09/2024 18:00:00 - 17/09/2024 18:15:00,Spain (ES),35268
17/09/2024 18:15:00 - 17/09/2024 18:30:00,Spain (ES),34800
17/09/2024 18:30:00 - 17/09/2024 18:45:00,Spain (ES),34756
17/09/2024 18:45:00 - 17/09/2024 19:00:00,Spain (ES),34552
17/09/2024 19:00:00 - 17/09/2024 19:15:00,Spain (ES),34676
17/09/2024 19:15:00 - 17/09/2024 19:30:00,Spain (ES),34668
17/09/2024 19:30:00 - 17/09/2024 19:45:00,Spain (ES),34192
17/09/2024 19:45:00 - 17/09/2024 20:00:00,Spain (ES),34464
17/09/2024 20:00:00 - 17/09/2024 20:15:00,Spain (ES),34540
17/09/2024 20:15:00 - 17/09/2024 20:30:00,Spain (ES),33008
17/09/2024 20:30:00 - 17/09/2024 20:45:00,Spain (ES),33016
17/09/2024 20:45:00 - 17/09/2024 21:00:00,Spain (ES),33676
17/09/2024 21:00:00 - 17/09/2024 21:15:00,Spain (ES),34256
17/09/2024 21:15:00 - 17/09/2024 21:30:00,Spain (ES),33892
17/09/2024 21:30:00 - 17/09/2024 21:45:00,Spain (ES),33500
17/09/2024 21:45:00 - 17/09/2024 22:00:00,Spain (ES),32844
17/09/2024 22:00:00 - 17/09/2024 22:15:00,Spain (ES),31836
17/09/2024 22:15:00 - 17/09/2024 22:30:00,Spain (ES),31480
17/09/2024 22:30:00 - 17/09/2024 22:45:00,Spain (ES),30536
17/09/2024 22:45:00 - 17/09/2024 23:00:00,Spain (ES),30080
17/09/2024 23:00:00 - 17/09/2024 23:15:00,Spain (ES),29364
17/09/2024 23:15:00 - 17/09/2024 23:30:00,Spain (ES),28736
17/09/2024 23:30:00 - 17/09/2024 23:45:00,Spain (ES),27984
17/09/2024 23:45:00 - 18/09/2024 00:00:00,Spain (ES),27472
17/10/2024 00:00:00 - 17/10/2024 00:15:00,Spain (ES),23428
17/10/2024 00:15:00 - 17/10/2024 00:30:00,Spain (ES),23396
17/10/2024 00:30:00 - 17/10/2024 00:45:00,Spain (ES),23264
17/10/2024 00:45:00 - 17/10/2024 01:00:00,Spain (ES),22808
17/10/2024 01:00:00 - 17/10/2024 01:15:00,Spain (ES),22292
17/10/2024 01:15:00 - 17/10/2024 01:30:00,Spain (ES),22164
17/10/2024 01:30:00 - 17/10/2024 01:45:00,Spain (ES),22164
17/10/2024 01:45:00 - 17/10/2024 02:00:00,Spain (ES),21784
17/10/2024 02:00:00 - 17/10/2024 02:15:00,Spain (ES),21672
17/10/2024 02:15:00 - 17/10/2024 02:30:00,Spain (ES),21228
17/10/2024 02:30:00 - 17/10/2024 02:45:00,Spain (ES),21052
17/10/2024 02:45:00 - 17/10/2024 03:00:00,Spain (ES),20920
17/10/2024 03:00:00 - 17/10/2024 03:15:00,Spain (ES),20932
17/10/2024 03:15:00 - 17/10/2024 03:30:00,Spain (ES),20940
17/10/2024 03:30:00 - 17/10/2024 03:45:00,Spain (ES),20632
17/10/2024 03:45:00 - 17/10/2024 04:00:00,Spain (ES),20800
17/10/2024 04:00:00 - 17/10/2024 04:15:00,Spain (ES),20676
17/10/2024 04:15:00 - 17/10/2024 04:30:00,Spain (ES),20664
17/10/2024 04:30:00 - 17/10/2024 04:45:00,Spain (ES),20992
17/10/2024 04:45:00 - 17/10/2024 05:00:00,Spain (ES),21084
17/10/2024 05:00:00 - 17/10/2024 05:15:00,Spain (ES),20884
17/10/2024 05:15:00 - 17/10/2024 05:30:00,Spain (ES),21012
17/10/2024 05:30:00 - 17/10/2024 05:45:00,Spain (ES),21104
17/10/2024 05:45:00 - 17/10/2024 06:00:00,Spain (ES),21196
17/10/2024 06:00:00 - 17/10/2024 06:15:00,Spain (ES),21488
17/10/2024 06:15:00 - 17/10/2024 06:30:00,Spain (ES),21836
17/10/2024 06:30:00 - 17/10/2024 06:45:00,Spain (ES),22488
17/10/2024 06:45:00 - 17/10/2024 07:00:00,Spain (ES),23240
17/10/2024 07:00:00 - 17/10/2024 07:15:00,Spain (ES),23988
17/10/2024 07:15:00 - 17/10/2024 07:30:00,Spain (ES),25364
17/10/2024 07:30:00 - 17/10/2024 07:45:00,Spain (ES),26324
17/10/2024 07:45:00 - 17/10/2024 08:00:00,Spain (ES),27120
17/10/2024 08:00:00 - 17/10/2024 08:15:00,Spain (ES),27492
17/10/2024 08:15:00 - 17/10/2024 08:30:00,Spain (ES),27984
17/10/2024 08:30:00 - 17/10/2024 08:45:00,Spain (ES),28640
17/10/2024 08:45:00 - 17/10/2024 09:00:00,Spain (ES),29476
17/10/2024 09:00:00 - 17/10/2024 09:15:00,Spain (ES),29828
17/10/2024 09:15:00 - 17/10/2024 09:30:00,Spain (ES),31384
17/10/2024 09:30:00 - 17/10/2024 09:45:00,Spain (ES),31828
17/10/2024 09:45:00 - 17/10/2024 10:00:00,Spain (ES),32048
17/10/2024 10:00:00 - 17/10/2024 10:15:00,Spain (ES),32000
17/10/2024 10:15:00 - 17/10/2024 10:30:00,Spain (ES),33400
17/10/2024 10:30:00 - 17/10/2024 10:45:00,Spain (ES),33728
17/10/2024 10:45:00 - 17/10/2024 11:00:00,Spain (ES),33868
17/10/2024 11:00:00 - 17/10/2024 11:15:00,Spain (ES),34564
17/10/2024 11:15:00 - 17/10/2024 11:30:00,Spain (ES),34268
17/10/2024 11:30:00 - 17/10/2024 11:45:00,Spain (ES),34312
17/10/2024 11:45:00 - 17/10/2024 12:00:00,Spain (ES),34784
17/10/2024 12:00:00 - 17/10/2024 12:15:00,Spain (ES),34772
17/10/2024 12:15:00 - 17/10/2024 12:30:00,Spain (ES),34620
17/10/2024 12:30:00 - 17/10/2024 12:45:00,Spain (ES),34736
17/10/2024 12:45:00 - 17/10/2024 13:00:00,Spain (ES),34832
17/10/2024 13:00:00 - 17/10/2024 13:15:00,Spain (ES),34632
17/10/2024 13:15:00 - 17/10/2024 13:30:00,Spain (ES),34668
17/10/2024 13:30:00 - 17/10/2024 13:45:00,Spain (ES),34708
17/10/2024 13:45:00 - 17/10/2024 14:00:00,Spain (ES),33892
17/10/2024 14:00:00 - 17/10/2024 14:15:00,Spain (ES),32592
17/10/2024 14:15:00 - 17/10/2024 14:30:00,Spain (ES),32512
17/10/2024 14:30:00 - 17/10/2024 14:45:00,Spain (ES),32768
17/10/2024 14:45:00 - 17/10/2024 15:00:00,Spain (ES),32684
17/10/2024 15:00:00 - 17/10/2024 15:15:00,Spain (ES),32068
17/10/2024 15:15:00 - 17/10/2024 15:30:00,Spain (ES),31112
17/10/2024 15:30:00 - 17/10/2024 15:45:00,Spain (ES),31724
17/10/2024 15:45:00 - 17/10/2024 16:00:00,Spain (ES),31820
17/10/2024 16:00:00 - 17/10/2024 16:15:00,Spain (ES),31912
17/10/2024 16:15:00 - 17/10/2024 16:30:00,Spain (ES),33264
17/10/2024 16:30:00 - 17/10/2024 16:45:00,Spain (ES),33356
17/10/2024 16:45:00 - 17/10/2024 17:00:00,Spain (ES),33140
17/10/2024 17:00:00 - 17/10/2024 17:15:00,Spain (ES),33188
17/10/2024 17:15:00 - 17/10/2024 17:30:00,Spain (ES),33244
17/10/2024 17:30:00 - 17/10/2024 17:45:00,Spain (ES),33288
17/10/2024 17:45:00 - 17/10/2024 18:00:00,Spain (ES),33696
17/10/2024 18:00:00 - 17/10/2024 18:15:00,Spain (ES),33704
17/10/2024 18:15:00 - 17/10/2024 18:30:00,Spain (ES),34412
17/10/2024 18:30:00 - 17/10/2024 18:45:00,Spain (ES),34352
17/10/2024 18:45:00 - 17/10/2024 19:00:00,Spain (ES),34228
17/10/2024 19:00:00 - 17/10/2024 19:15:00,Spain (ES),34272
17/10/2024 19:15:00 - 17/10/2024 19:30:00,Spain (ES),32796
17/10/2024 19:30:00 - 17/10/2024 19:45:00,Spain (ES),32528
17/10/2024 19:45:00 - 17/10/2024 20:00:00,Spain (ES),32932
17/10/2024 20:00:00 - 17/10/2024 20:15:00,Spain (ES),33448
17/10/2024 20:15:00 - 17/10/2024 20:30:00,Spain (ES),33828
17/10/2024 20:30:00 - 17/10/2024 20:45:00,Spain (ES),33800
17/10/2024 20:45:00 - 17/10/2024 21:00:00,Spain (ES),33980
17/10/2024 21:00:00 - 17/10/2024 21:15:00,Spain (ES),33824
17/10/2024 21:15:00 - 17/10/2024 21:30:00,Spain (ES),32592
17/10/2024 21:30:00 - 17/10/2024 21:45:00,Spain (ES),32104
17/10/2024 21:45:00 - 17/10/2024 22:00:00,Spain (ES),31516
17/10/2024 22:00:00 - 17/10/2024 22:15:00,Spain (ES),30528
17/10/2024 22:15:00 - 17/10/2024 22:30:00,Spain (ES),30092
17/10/2024 22:30:00 - 17/10/2024 22:45:00,Spain (ES),30200
17/10/2024 22:45:00 - 17/10/2024 23:00:00,Spain (ES),29896
17/10/2024 23:00:00 - 17/10/2024 23:15:00,Spain (ES),29344
17/10/2024 23:15:00 - 17/10/2024 23:30:00,Spain (ES),28920
17/10/2024 23:30:00 - 17/10/2024 23:45:00,Spain (ES),28280
17/10/2024 23:45:00 - 18/10/2024 00:00:00,Spain (ES),27880
17/11/2024 00:00:00 - 17/11/2024 00:15:00,Spain (ES),19008
17/11/2024 00:15:00 - 17/11/2024 00:30:00,Spain (ES),19036
17/11/2024 00:30:00 - 17/11/2024 00:45:00,Spain (ES),18848
17/11/2024 00:45:00 - 17/11/2024 01:00:00,Spain (ES),18808
17/11/2024 01:00:00 - 17/11/2024 01:15:00,Spain (ES),18312
17/11/2024 01:15:00 - 17/11/2024 01:30:00,Spain (ES),18672
17/11/2024 01:30:00 - 17/11/2024 01:45:00,Spain (ES),18292
17/11/2024 01:45:00 - 17/11/2024 02:00:00,Spain (ES),17920
17/11/2024 02:00:00 - 17/11/2024 02:15:00,Spain (ES),17724
17/11/2024 02:15:00 - 17/11/2024 02:30:00,Spain (ES),17708
17/11/2024 02:30:00 - 17/11/2024 02:45:00,Spain (ES),17476
17/11/2024 02:45:00 - 17/11/2024 03:00:00,Spain (ES),17400
17/11/2024 03:00:00 - 17/11/2024 03:15:00,Spain (ES),17216
17/11/2024 03:15:00 - 17/11/2024 03:30:00,Spain (ES),17308
17/11/2024 03:30:00 - 17/11/2024 03:45:00,Spain (ES),17544
17/11/2024 03:45:00 - 17/11/2024 04:00:00,Spain (ES),17592
17/11/2024 04:00:00 - 17/11/2024 04:15:00,Spain (ES),17472
17/11/2024 04:15:00 - 17/11/2024 04:30:00,Spain (ES),17396
17/11/2024 04:30:00 - 17/11/2024 04:45:00,Spain (ES),17332
17/11/2024 04:45:00 - 17/11/2024 05:00:00,Spain (ES),17400
17/11/2024 05:00:00 - 17/11/2024 05:15:00,Spain (ES),17492
17/11/2024 05:15:00 - 17/11/2024 05:30:00,Spain (ES),17416
17/11/2024 05:30:00 - 17/11/2024 05:45:00,Spain (ES),17336
17/11/2024 05:45:00 - 17/11/2024 06:00:00,Spain (ES),17308
17/11/2024 06:00:00 - 17/11/2024 06:15:00,Spain (ES),17344
17/11/2024 06:15:00 - 17/11/2024 06:30:00,Spain (ES),17544
17/11/2024 06:30:00 - 17/11/2024 06:45:00,Spain (ES),17828
17/11/2024 06:45:00 - 17/11/2024 07:00:00,Spain (ES),17812
17/11/2024 07:00:00 - 17/11/2024 07:15:00,Spain (ES),17900
17/11/2024 07:15:00 - 17/11/2024 07:30:00,Spain (ES),18240
17/11/2024 07:30:00 - 17/11/2024 07:45:00,Spain (ES),18456
17/11/2024 07:45:00 - 17/11/2024 08:00:00,Spain (ES),18508
17/11/2024 08:00:00 - 17/11/2024 08:15:00,Spain (ES),18524
17/11/2024 08:15:00 - 17/11/2024 08:30:00,Spain (ES),18560
17/11/2024 08:30:00 - 17/11/2024 08:45:00,Spain (ES),18720
17/11/2024 08:45:00 - 17/11/2024 09:00:00,Spain (ES),19424
17/11/2024 09:00:00 - 17/11/2024 09:15:00,Spain (ES),20172
17/11/2024 09:15:00 - 17/11/2024 09:30:00,Spain (ES),20808
17/11/2024 09:30:00 - 17/11/2024 09:45:00,Spain (ES),21456
17/11/2024 09:45:00 - 17/11/2024 10:00:00,Spain (ES),21968
17/11/2024 10:00:00 - 17/11/2024 10:15:00,Spain (ES),22240
17/11/2024 10:15:00 - 17/11/2024 10:30:00,Spain (ES),23384
17/11/2024 10:30:00 - 17/11/2024 10:45:00,Spain (ES),24032
17/11/2024 10:45:00 - 17/11/2024 11:00:00,Spain (ES),24204
17/11/2024 11:00:00 - 17/11/2024 11:15:00,Spain (ES),24460
17/11/2024 11:15:00 - 17/11/2024 11:30:00,Spain (ES),24956
17/11/2024 11:30:00 - 17/11/2024 11:45:00,Spain (ES),24984
17/11/2024 11:45:00 - 17/11/2024 12:00:00,Spain (ES),25048
17/11/2024 12:00:00 - 17/11/2024 12:15:00,Spain (ES),24856
17/11/2024 12:15:00 - 17/11/2024 12:30:00,Spain (ES),24812
17/11/2024 12:30:00 - 17/11/2024 12:45:00,Spain (ES),25112
17/11/2024 12:45:00 - 17/11/2024 13:00:00,Spain (ES),25524
17/11/2024 13:00:00 - 17/11/2024 13:15:00,Spain (ES),25432
17/11/2024 13:15:00 - 17/11/2024 13:30:00,Spain (ES),25624
17/11/2024 13:30:00 - 17/11/2024 13:45:00,Spain (ES),25708
17/11/2024 13:45:00 - 17/11/2024 14:00:00,Spain (ES),26028
17/11/2024 14:00:00 - 17/11/2024 14:15:00,Spain (ES),26136
17/11/2024 14:15:00 - 17/11/2024 14:30:00,Spain (ES),26164
17/11/2024 14:30:00 - 17/11/2024 14:45:00,Spain (ES),25608
17/11/2024 14:45:00 - 17/11/2024 15:00:00,Spain (ES),25604
17/11/2024 15:00:00 - 17/11/2024 15:15:00,Spain (ES),25236
17/11/2024 15:15:00 - 17/11/2024 15:30:00,Spain (ES),24916
17/11/2024 15:30:00 - 17/11/2024 15:45:00,Spain (ES),24484
17/11/2024 15:45:00 - 17/11/2024 16:00:00,Spain (ES),24424
17/11/2024 16:00:00 - 17/11/2024 16:15:00,Spain (ES),24196
17/11/2024 16:15:00 - 17/11/2024 16:30:00,Spain (ES),23172
17/11/2024 16:30:00 - 17/11/2024 16:45:00,Spain (ES),22816
17/11/2024 16:45:00 - 17/11/2024 17:00:00,Spain (ES),22804
17/11/2024 17:00:00 - 17/11/2024 17:15:00,Spain (ES),22600
17/11/2024 17:15:00 - 17/11/2024 17:30:00,Spain (ES),21072
17/11/2024 17:30:00 - 17/11/2024 17:45:00,Spain (ES),20824
17/11/2024 17:45:00 - 17/11/2024 18:00:00,Spain (ES),21208
17/11/2024 18:00:00 - 17/11/2024 18:15:00,Spain (ES),21904
17/11/2024 18:15:00 - 17/11/2024 18:30:00,Spain (ES),22508
17/11/2024 18:30:00 - 17/11/2024 18:45:00,Spain (ES),23212
17/11/2024 18:45:00 - 17/11/2024 19:00:00,Spain (ES),23472
17/11/2024 19:00:00 - 17/11/2024 19:15:00,Spain (ES),23860
17/11/2024 19:15:00 - 17/11/2024 19:30:00,Spain (ES),23432
17/11/2024 19:30:00 - 17/11/2024 19:45:00,Spain (ES),23736
17/11/2024 19:45:00 - 17/11/2024 20:00:00,Spain (ES),23828
17/11/2024 20:00:00 - 17/11/2024 20:15:00,Spain (ES),23988
17/11/2024 20:15:00 - 17/11/2024 20:30:00,Spain (ES),24280
17/11/2024 20:30:00 - 17/11/2024 20:45:00,Spain (ES),24464
17/11/2024 20:45:00 - 17/11/2024 21:00:00,Spain (ES),24540
17/11/2024 21:00:00 - 17/11/2024 21:15:00,Spain (ES),24644
17/11/2024 21:15:00 - 17/11/2024 21:30:00,Spain (ES),25012
17/11/2024 21:30:00 - 17/11/2024 21:45:00,Spain (ES),24716
17/11/2024 21:45:00 - 17/11/2024 22:00:00,Spain (ES),24312
17/11/2024 22:00:00 - 17/11/2024 22:15:00,Spain (ES),23764
17/11/2024 22:15:00 - 17/11/2024 22:30:00,Spain (ES),24096
17/11/2024 22:30:00 - 17/11/2024 22:45:00,Spain (ES),23892
17/11/2024 22:45:00 - 17/11/2024 23:00:00,Spain (ES),23416
17/11/2024 23:00:00 - 17/11/2024 23:15:00,Spain (ES),22724
17/11/2024 23:15:00 - 17/11/2024 23:30:00,Spain (ES),22084
17/11/2024 23:30:00 - 17/11/2024 23:45:00,Spain (ES),21712
17/11/2024 23:45:00 - 18/11/2024 00:00:00,Spain (ES),21268
17/12/2024 00:00:00 - 17/12/2024 00:15:00,Spain (ES),26524
17/12/2024 00:15:00 - 17/12/2024 00:30:00,Spain (ES),27552
17/12/2024 00:30:00 - 17/12/2024 00:45:00,Spain (ES),26996
17/12/2024 00:45:00 - 17/12/2024 01:00:00,Spain (ES),26028
17/12/2024 01:00:00 - 17/12/2024 01:15:00,Spain (ES),25252
17/12/2024 01:15:00 - 17/12/2024 01:30:00,Spain (ES),25072
17/12/2024 01:30:00 - 17/12/2024 01:45:00,Spain (ES),24472
17/12/2024 01:45:00 - 17/12/2024 02:00:00,Spain (ES),24092
17/12/2024 02:00:00 - 17/12/2024 02:15:00,Spain (ES),23648
17/12/2024 02:15:00 - 17/12/2024 02:30:00,Spain (ES),23360
17/12/2024 02:30:00 - 17/12/2024 02:45:00,Spain (ES),23376
17/12/2024 02:45:00 - 17/12/2024 03:00:00,Spain (ES),23272
17/12/2024 03:00:00 - 17/12/2024 03:15:00,Spain (ES),23136
17/12/2024 03:15:00 - 17/12/2024 03:30:00,Spain (ES),22884
17/12/2024 03:30:00 - 17/12/2024 03:45:00,Spain (ES),23088
17/12/2024 03:45:00 - 17/12/2024 04:00:00,Spain (ES),23292
17/12/2024 04:00:00 - 17/12/2024 04:15:00,Spain (ES),23044
17/12/2024 04:15:00 - 17/12/2024 04:30:00,Spain (ES),22328
17/12/2024 04:30:00 - 17/12/2024 04:45:00,Spain (ES),22484
17/12/2024 04:45:00 - 17/12/2024 05:00:00,Spain (ES),22768
17/12/2024 05:00:00 - 17/12/2024 05:15:00,Spain (ES),22628
17/12/2024 05:15:00 - 17/12/2024 05:30:00,Spain (ES),22640
17/12/2024 05:30:00 - 17/12/2024 05:45:00,Spain (ES),22964
17/12/2024 05:45:00 - 17/12/2024 06:00:00,Spain (ES),23016
17/12/2024 06:00:00 - 17/12/2024 06:15:00,Spain (ES),23244
17/12/2024 06:15:00 - 17/12/2024 06:30:00,Spain (ES),23400
17/12/2024 06:30:00 - 17/12/2024 06:45:00,Spain (ES),24028
17/12/2024 06:45:00 - 17/12/2024 07:00:00,Spain (ES),24808
17/12/2024 07:00:00 - 17/12/2024 07:15:00,Spain (ES),25848
17/12/2024 07:15:00 - 17/12/2024 07:30:00,Spain (ES),27012
17/12/2024 07:30:00 - 17/12/2024 07:45:00,Spain (ES),28520
17/12/2024 07:45:00 - 17/12/2024 08:00:00,Spain (ES),29464
17/12/2024 08:00:00 - 17/12/2024 08:15:00,Spain (ES),30136
17/12/2024 08:15:00 - 17/12/2024 08:30:00,Spain (ES),30604
17/12/2024 08:30:00 - 17/12/2024 08:45:00,Spain (ES),31180
17/12/2024 08:45:00 - 17/12/2024 09:00:00,Spain (ES),31208
17/12/2024 09:00:00 - 17/12/2024 09:15:00,Spain (ES),31196
17/12/2024 09:15:00 - 17/12/2024 09:30:00,Spain (ES),32828
17/12/2024 09:30:00 - 17/12/2024 09:45:00,Spain (ES),33000
17/12/2024 09:45:00 - 17/12/2024 10:00:00,Spain (ES),32920
17/12/2024 10:00:00 - 17/12/2024 10:15:00,Spain (ES),32692
17/12/2024 10:15:00 - 17/12/2024 10:30:00,Spain (ES),33116
17/12/2024 10:30:00 - 17/12/2024 10:45:00,Spain (ES),33008
17/12/2024 10:45:00 - 17/12/2024 11:00:00,Spain (ES),32832
17/12/2024 11:00:00 - 17/12/2024 11:15:00,Spain (ES),32852
17/12/2024 11:15:00 - 17/12/2024 11:30:00,Spain (ES),33104
17/12/2024 11:30:00 - 17/12/2024 11:45:00,Spain (ES),32872
17/12/2024 11:45:00 - 17/12/2024 12:00:00,Spain (ES),32692
17/12/2024 12:00:00 - 17/12/2024 12:15:00,Spain (ES),32504
17/12/2024 12:15:00 - 17/12/2024 12:30:00,Spain (ES),33404
17/12/2024 12:30:00 - 17/12/2024 12:45:00,Spain (ES),33488
17/12/2024 12:45:00 - 17/12/2024 13:00:00,Spain (ES),33392
17/12/2024 13:00:00 - 17/12/2024 13:15:00,Spain (ES),33124
17/12/2024 13:15:00 - 17/12/2024 13:30:00,Spain (ES),34216
17/12/2024 13:30:00 - 17/12/2024 13:45:00,Spain (ES),34260
17/12/2024 13:45:00 - 17/12/2024 14:00:00,Spain (ES),34384
17/12/2024 14:00:00 - 17/12/2024 14:15:00,Spain (ES),34024
17/12/2024 14:15:00 - 17/12/2024 14:30:00,Spain (ES),32896
17/12/2024 14:30:00 - 17/12/2024 14:45:00,Spain (ES),33184
17/12/2024 14:45:00 - 17/12/2024 15:00:00,Spain (ES),33260
17/12/2024 15:00:00 - 17/12/2024 15:15:00,Spain (ES),33092
17/12/2024 15:15:00 - 17/12/2024 15:30:00,Spain (ES),32712
17/12/2024 15:30:00 - 17/12/2024 15:45:00,Spain (ES),32720
17/12/2024 15:45:00 - 17/12/2024 16:00:00,Spain (ES),32796
17/12/2024 16:00:00 - 17/12/2024 16:15:00,Spain (ES),32684
17/12/2024 16:15:00 - 17/12/2024 16:30:00,Spain (ES),31492
17/12/2024 16:30:00 - 17/12/2024 16:45:00,Spain (ES),31664
17/12/2024 16:45:00 - 17/12/2024 17:00:00,Spain (ES),31936
17/12/2024 17:00:00 - 17/12/2024 17:15:00,Spain (ES),32816
17/12/2024 17:15:00 - 17/12/2024 17:30:00,Spain (ES),32040
17/12/2024 17:30:00 - 17/12/2024 17:45:00,Spain (ES),32268
17/12/2024 17:45:00 - 17/12/2024 18:00:00,Spain (ES),32744
17/12/2024 18:00:00 - 17/12/2024 18:15:00,Spain (ES),33268
17/12/2024 18:15:00 - 17/12/2024 18:30:00,Spain (ES),32900
17/12/2024 18:30:00 - 17/12/2024 18:45:00,Spain (ES),33412
17/12/2024 18:45:00 - 17/12/2024 19:00:00,Spain (ES),33684
17/12/2024 19:00:00 - 17/12/2024 19:15:00,Spain (ES),34020
17/12/2024 19:15:00 - 17/12/2024 19:30:00,Spain (ES),33768
17/12/2024 19:30:00 - 17/12/2024 19:45:00,Spain (ES),34008
17/12/2024 19:45:00 - 17/12/2024 20:00:00,Spain (ES),34328
17/12/2024 20:00:00 - 17/12/2024 20:15:00,Spain (ES),34384
17/12/2024 20:15:00 - 17/12/2024 20:30:00,Spain (ES),34408
17/12/2024 20:30:00 - 17/12/2024 20:45:00,Spain (ES),34504
17/12/2024 20:45:00 - 17/12/2024 21:00:00,Spain (ES),34664
17/12/2024 21:00:00 - 17/12/2024 21:15:00,Spain (ES),34692
17/12/2024 21:15:00 - 17/12/2024 21:30:00,Spain (ES),35228
17/12/2024 21:30:00 - 17/12/2024 21:45:00,Spain (ES),34808
17/12/2024 21:45:00 - 17/12/2024 22:00:00,Spain (ES),34084
17/12/2024 22:00:00 - 17/12/2024 22:15:00,Spain (ES),33276
17/12/2024 22:15:00 - 17/12/2024 22:30:00,Spain (ES),32904
17/12/2024 22:30:00 - 17/12/2024 22:45:00,Spain (ES),32204
17/12/2024 22:45:00 - 17/12/2024 23:00:00,Spain (ES),31316
17/12/2024 23:00:00 - 17/12/2024 23:15:00,Spain (ES),30184
17/12/2024 23:15:00 - 17/12/2024 23:30:00,Spain (ES),29176
17/12/2024 23:30:00 - 17/12/2024 23:45:00,Spain (ES),28128
17/12/2024 23:45:00 - 18/12/2024 00:00:00,Spain (ES),27220
18/01/2024 00:00:00 - 18/01/2024 00:15:00,Spain (ES),30852
18/01/2024 00:15:00 - 18/01/2024 00:30:00,Spain (ES),30948
18/01/2024 00:30:00 - 18/01/2024 00:45:00,Spain (ES),30912
18/01/2024 00:45:00 - 18/01/2024 01:00:00,Spain (ES),30552
18/01/2024 01:00:00 - 18/01/2024 01:15:00,Spain (ES),29940
18/01/2024 01:15:00 - 18/01/2024 01:30:00,Spain (ES),29264
18/01/2024 01:30:00 - 18/01/2024 01:45:00,Spain (ES),29112
18/01/2024 01:45:00 - 18/01/2024 02:00:00,Spain (ES),28832
18/01/2024 02:00:00 - 18/01/2024 02:15:00,Spain (ES),28272
18/01/2024 02:15:00 - 18/01/2024 02:30:00,Spain (ES),27964
18/01/2024 02:30:00 - 18/01/2024 02:45:00,Spain (ES),27756
18/01/2024 02:45:00 - 18/01/2024 03:00:00,Spain (ES),27528
18/01/2024 03:00:00 - 18/01/2024 03:15:00,Spain (ES),27380
18/01/2024 03:15:00 - 18/01/2024 03:30:00,Spain (ES),27208
18/01/2024 03:30:00 - 18/01/2024 03:45:00,Spain (ES),27176
18/01/2024 03:45:00 - 18/01/2024 04:00:00,Spain (ES),27160
18/01/2024 04:00:00 - 18/01/2024 04:15:00,Spain (ES),27088
18/01/2024 04:15:00 - 18/01/2024 04:30:00,Spain (ES),26980
18/01/2024 04:30:00 - 18/01/2024 04:45:00,Spain (ES),27000
18/01/2024 04:45:00 - 18/01/2024 05:00:00,Spain (ES),27120
18/01/2024 05:00:00 - 18/01/2024 05:15:00,Spain (ES),27316
18/01/2024 05:15:00 - 18/01/2024 05:30:00,Spain (ES),27684
18/01/2024 05:30:00 - 18/01/2024 05:45:00,Spain (ES),27800
18/01/2024 05:45:00 - 18/01/2024 06:00:00,Spain (ES),27960
18/01/2024 06:00:00 - 18/01/2024 06:15:00,Spain (ES),28408
18/01/2024 06:15:00 - 18/01/2024 06:30:00,Spain (ES),29064
18/01/2024 06:30:00 - 18/01/2024 06:45:00,Spain (ES),29944
18/01/2024 06:45:00 - 18/01/2024 07:00:00,Spain (ES),30480
18/01/2024 07:00:00 - 18/01/2024 07:15:00,Spain (ES),31012
18/01/2024 07:15:00 - 18/01/2024 07:30:00,Spain (ES),30504
18/01/2024 07:30:00 - 18/01/2024 07:45:00,Spain (ES),30484
18/01/2024 07:45:00 - 18/01/2024 08:00:00,Spain (ES),30744
18/01/2024 08:00:00 - 18/01/2024 08:15:00,Spain (ES),31188
18/01/2024 08:15:00 - 18/01/2024 08:30:00,Spain (ES),31396
18/01/2024 08:30:00 - 18/01/2024 08:45:00,Spain (ES),31620
18/01/2024 08:45:00 - 18/01/2024 09:00:00,Spain (ES),31664
18/01/2024 09:00:00 - 18/01/2024 09:15:00,Spain (ES),31892
18/01/2024 09:15:00 - 18/01/2024 09:30:00,Spain (ES),32824
18/01/2024 09:30:00 - 18/01/2024 09:45:00,Spain (ES),32868
18/01/2024 09:45:00 - 18/01/2024 10:00:00,Spain (ES),32780
18/01/2024 10:00:00 - 18/01/2024 10:15:00,Spain (ES),33116
18/01/2024 10:15:00 - 18/01/2024 10:30:00,Spain (ES),33900
18/01/2024 10:30:00 - 18/01/2024 10:45:00,Spain (ES),34088
18/01/2024 10:45:00 - 18/01/2024 11:00:00,Spain (ES),34160
