"MTU","Out Area","In Area","Physical Flow (MW)"
"26/06/2024 14:00:00 - 26/06/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 15:00:00 - 26/06/2024 16:00:00","Spain (ES)","France (FR)","0.00"
"26/06/2024 15:00:00 - 26/06/2024 16:00:00","France (FR)","Spain (ES)","1991.83"
"26/06/2024 15:00:00 - 26/06/2024 16:00:00","Spain (ES)","Portugal (PT)","3546.12"
"26/06/2024 15:00:00 - 26/06/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 16:00:00 - 26/06/2024 17:00:00","Spain (ES)","France (FR)","0.00"
"26/06/2024 16:00:00 - 26/06/2024 17:00:00","France (FR)","Spain (ES)","2026.68"
"26/06/2024 16:00:00 - 26/06/2024 17:00:00","Spain (ES)","Portugal (PT)","3475.21"
"26/06/2024 16:00:00 - 26/06/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 17:00:00 - 26/06/2024 18:00:00","Spain (ES)","France (FR)","0.00"
"26/06/2024 17:00:00 - 26/06/2024 18:00:00","France (FR)","Spain (ES)","2073.65"
"26/06/2024 17:00:00 - 26/06/2024 18:00:00","Spain (ES)","Portugal (PT)","3527.35"
"26/06/2024 17:00:00 - 26/06/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 18:00:00 - 26/06/2024 19:00:00","Spain (ES)","France (FR)","0.00"
"26/06/2024 18:00:00 - 26/06/2024 19:00:00","France (FR)","Spain (ES)","122.85"
"26/06/2024 18:00:00 - 26/06/2024 19:00:00","Spain (ES)","Portugal (PT)","3672.87"
"26/06/2024 18:00:00 - 26/06/2024 19:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 19:00:00 - 26/06/2024 20:00:00","Spain (ES)","France (FR)","897.57"
"26/06/2024 19:00:00 - 26/06/2024 20:00:00","France (FR)","Spain (ES)","0.00"
"26/06/2024 19:00:00 - 26/06/2024 20:00:00","Spain (ES)","Portugal (PT)","2941.42"
"26/06/2024 19:00:00 - 26/06/2024 20:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 20:00:00 - 26/06/2024 21:00:00","Spain (ES)","France (FR)","239.19"
"26/06/2024 20:00:00 - 26/06/2024 21:00:00","France (FR)","Spain (ES)","0.00"
"26/06/2024 20:00:00 - 26/06/2024 21:00:00","Spain (ES)","Portugal (PT)","1852.16"
"26/06/2024 20:00:00 - 26/06/2024 21:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 21:00:00 - 26/06/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"26/06/2024 21:00:00 - 26/06/2024 22:00:00","France (FR)","Spain (ES)","1487.10"
"26/06/2024 21:00:00 - 26/06/2024 22:00:00","Spain (ES)","Portugal (PT)","1089.82"
"26/06/2024 21:00:00 - 26/06/2024 22:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 22:00:00 - 26/06/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"26/06/2024 22:00:00 - 26/06/2024 23:00:00","France (FR)","Spain (ES)","1994.89"
"26/06/2024 22:00:00 - 26/06/2024 23:00:00","Spain (ES)","Portugal (PT)","1051.34"
"26/06/2024 22:00:00 - 26/06/2024 23:00:00","Portugal (PT)","Spain (ES)","0.00"
"26/06/2024 23:00:00 - 27/06/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"26/06/2024 23:00:00 - 27/06/2024 00:00:00","France (FR)","Spain (ES)","1839.85"
"26/06/2024 23:00:00 - 27/06/2024 00:00:00","Spain (ES)","Portugal (PT)","1129.26"
"26/06/2024 23:00:00 - 27/06/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 00:00:00 - 27/06/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 00:00:00 - 27/06/2024 01:00:00","France (FR)","Spain (ES)","2097.76"
"27/06/2024 00:00:00 - 27/06/2024 01:00:00","Spain (ES)","Portugal (PT)","1955.82"
"27/06/2024 00:00:00 - 27/06/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 01:00:00 - 27/06/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 01:00:00 - 27/06/2024 02:00:00","France (FR)","Spain (ES)","2011.01"
"27/06/2024 01:00:00 - 27/06/2024 02:00:00","Spain (ES)","Portugal (PT)","2264.75"
"27/06/2024 01:00:00 - 27/06/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 02:00:00 - 27/06/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 02:00:00 - 27/06/2024 03:00:00","France (FR)","Spain (ES)","2091.65"
"27/06/2024 02:00:00 - 27/06/2024 03:00:00","Spain (ES)","Portugal (PT)","1997.25"
"27/06/2024 02:00:00 - 27/06/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 03:00:00 - 27/06/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 03:00:00 - 27/06/2024 04:00:00","France (FR)","Spain (ES)","2089.15"
"27/06/2024 03:00:00 - 27/06/2024 04:00:00","Spain (ES)","Portugal (PT)","1684.26"
"27/06/2024 03:00:00 - 27/06/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 04:00:00 - 27/06/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 04:00:00 - 27/06/2024 05:00:00","France (FR)","Spain (ES)","2074.09"
"27/06/2024 04:00:00 - 27/06/2024 05:00:00","Spain (ES)","Portugal (PT)","1593.03"
"27/06/2024 04:00:00 - 27/06/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 05:00:00 - 27/06/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 05:00:00 - 27/06/2024 06:00:00","France (FR)","Spain (ES)","2135.16"
"27/06/2024 05:00:00 - 27/06/2024 06:00:00","Spain (ES)","Portugal (PT)","1547.30"
"27/06/2024 05:00:00 - 27/06/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 06:00:00 - 27/06/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 06:00:00 - 27/06/2024 07:00:00","France (FR)","Spain (ES)","2153.98"
"27/06/2024 06:00:00 - 27/06/2024 07:00:00","Spain (ES)","Portugal (PT)","1210.76"
"27/06/2024 06:00:00 - 27/06/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 07:00:00 - 27/06/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 07:00:00 - 27/06/2024 08:00:00","France (FR)","Spain (ES)","1987.01"
"27/06/2024 07:00:00 - 27/06/2024 08:00:00","Spain (ES)","Portugal (PT)","785.76"
"27/06/2024 07:00:00 - 27/06/2024 08:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 08:00:00 - 27/06/2024 09:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 08:00:00 - 27/06/2024 09:00:00","France (FR)","Spain (ES)","1357.72"
"27/06/2024 08:00:00 - 27/06/2024 09:00:00","Spain (ES)","Portugal (PT)","1081.95"
"27/06/2024 08:00:00 - 27/06/2024 09:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 09:00:00 - 27/06/2024 10:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 09:00:00 - 27/06/2024 10:00:00","France (FR)","Spain (ES)","1883.79"
"27/06/2024 09:00:00 - 27/06/2024 10:00:00","Spain (ES)","Portugal (PT)","2202.73"
"27/06/2024 09:00:00 - 27/06/2024 10:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 10:00:00 - 27/06/2024 11:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 10:00:00 - 27/06/2024 11:00:00","France (FR)","Spain (ES)","2055.67"
"27/06/2024 10:00:00 - 27/06/2024 11:00:00","Spain (ES)","Portugal (PT)","2984.64"
"27/06/2024 10:00:00 - 27/06/2024 11:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 11:00:00 - 27/06/2024 12:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 11:00:00 - 27/06/2024 12:00:00","France (FR)","Spain (ES)","2067.98"
"27/06/2024 11:00:00 - 27/06/2024 12:00:00","Spain (ES)","Portugal (PT)","3415.82"
"27/06/2024 11:00:00 - 27/06/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 12:00:00 - 27/06/2024 13:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 12:00:00 - 27/06/2024 13:00:00","France (FR)","Spain (ES)","2103.98"
"27/06/2024 12:00:00 - 27/06/2024 13:00:00","Spain (ES)","Portugal (PT)","3584.23"
"27/06/2024 12:00:00 - 27/06/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 13:00:00 - 27/06/2024 14:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 13:00:00 - 27/06/2024 14:00:00","France (FR)","Spain (ES)","1880.93"
"27/06/2024 13:00:00 - 27/06/2024 14:00:00","Spain (ES)","Portugal (PT)","3412.08"
"27/06/2024 13:00:00 - 27/06/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 14:00:00 - 27/06/2024 15:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 14:00:00 - 27/06/2024 15:00:00","France (FR)","Spain (ES)","1735.03"
"27/06/2024 14:00:00 - 27/06/2024 15:00:00","Spain (ES)","Portugal (PT)","3871.40"
"27/06/2024 14:00:00 - 27/06/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 15:00:00 - 27/06/2024 16:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 15:00:00 - 27/06/2024 16:00:00","France (FR)","Spain (ES)","1952.23"
"27/06/2024 15:00:00 - 27/06/2024 16:00:00","Spain (ES)","Portugal (PT)","4089.09"
"27/06/2024 15:00:00 - 27/06/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 16:00:00 - 27/06/2024 17:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 16:00:00 - 27/06/2024 17:00:00","France (FR)","Spain (ES)","2101.93"
"27/06/2024 16:00:00 - 27/06/2024 17:00:00","Spain (ES)","Portugal (PT)","4024.83"
"27/06/2024 16:00:00 - 27/06/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 17:00:00 - 27/06/2024 18:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 17:00:00 - 27/06/2024 18:00:00","France (FR)","Spain (ES)","2189.17"
"27/06/2024 17:00:00 - 27/06/2024 18:00:00","Spain (ES)","Portugal (PT)","4067.02"
"27/06/2024 17:00:00 - 27/06/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 18:00:00 - 27/06/2024 19:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 18:00:00 - 27/06/2024 19:00:00","France (FR)","Spain (ES)","1556.76"
"27/06/2024 18:00:00 - 27/06/2024 19:00:00","Spain (ES)","Portugal (PT)","3950.80"
"27/06/2024 18:00:00 - 27/06/2024 19:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 19:00:00 - 27/06/2024 20:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 19:00:00 - 27/06/2024 20:00:00","France (FR)","Spain (ES)","1416.77"
"27/06/2024 19:00:00 - 27/06/2024 20:00:00","Spain (ES)","Portugal (PT)","3963.13"
"27/06/2024 19:00:00 - 27/06/2024 20:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 20:00:00 - 27/06/2024 21:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 20:00:00 - 27/06/2024 21:00:00","France (FR)","Spain (ES)","1933.56"
"27/06/2024 20:00:00 - 27/06/2024 21:00:00","Spain (ES)","Portugal (PT)","3477.24"
"27/06/2024 20:00:00 - 27/06/2024 21:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 21:00:00 - 27/06/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 21:00:00 - 27/06/2024 22:00:00","France (FR)","Spain (ES)","2105.79"
"27/06/2024 21:00:00 - 27/06/2024 22:00:00","Spain (ES)","Portugal (PT)","3016.88"
"27/06/2024 21:00:00 - 27/06/2024 22:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 22:00:00 - 27/06/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 22:00:00 - 27/06/2024 23:00:00","France (FR)","Spain (ES)","2038.08"
"27/06/2024 22:00:00 - 27/06/2024 23:00:00","Spain (ES)","Portugal (PT)","2947.44"
"27/06/2024 22:00:00 - 27/06/2024 23:00:00","Portugal (PT)","Spain (ES)","0.00"
"27/06/2024 23:00:00 - 28/06/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"27/06/2024 23:00:00 - 28/06/2024 00:00:00","France (FR)","Spain (ES)","2108.74"
"27/06/2024 23:00:00 - 28/06/2024 00:00:00","Spain (ES)","Portugal (PT)","2937.91"
"27/06/2024 23:00:00 - 28/06/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 00:00:00 - 28/06/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 00:00:00 - 28/06/2024 01:00:00","France (FR)","Spain (ES)","2191.25"
"28/06/2024 00:00:00 - 28/06/2024 01:00:00","Spain (ES)","Portugal (PT)","2786.95"
"28/06/2024 00:00:00 - 28/06/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 01:00:00 - 28/06/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 01:00:00 - 28/06/2024 02:00:00","France (FR)","Spain (ES)","2190.28"
"28/06/2024 01:00:00 - 28/06/2024 02:00:00","Spain (ES)","Portugal (PT)","2490.00"
"28/06/2024 01:00:00 - 28/06/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 02:00:00 - 28/06/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 02:00:00 - 28/06/2024 03:00:00","France (FR)","Spain (ES)","2197.12"
"28/06/2024 02:00:00 - 28/06/2024 03:00:00","Spain (ES)","Portugal (PT)","2354.60"
"28/06/2024 02:00:00 - 28/06/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 03:00:00 - 28/06/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 03:00:00 - 28/06/2024 04:00:00","France (FR)","Spain (ES)","2047.17"
"28/06/2024 03:00:00 - 28/06/2024 04:00:00","Spain (ES)","Portugal (PT)","2467.54"
"28/06/2024 03:00:00 - 28/06/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 04:00:00 - 28/06/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 04:00:00 - 28/06/2024 05:00:00","France (FR)","Spain (ES)","2172.26"
"28/06/2024 04:00:00 - 28/06/2024 05:00:00","Spain (ES)","Portugal (PT)","2503.46"
"28/06/2024 04:00:00 - 28/06/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 05:00:00 - 28/06/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 05:00:00 - 28/06/2024 06:00:00","France (FR)","Spain (ES)","2185.92"
"28/06/2024 05:00:00 - 28/06/2024 06:00:00","Spain (ES)","Portugal (PT)","2399.07"
"28/06/2024 05:00:00 - 28/06/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 06:00:00 - 28/06/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 06:00:00 - 28/06/2024 07:00:00","France (FR)","Spain (ES)","2213.12"
"28/06/2024 06:00:00 - 28/06/2024 07:00:00","Spain (ES)","Portugal (PT)","2097.13"
"28/06/2024 06:00:00 - 28/06/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 07:00:00 - 28/06/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 07:00:00 - 28/06/2024 08:00:00","France (FR)","Spain (ES)","2199.70"
"28/06/2024 07:00:00 - 28/06/2024 08:00:00","Spain (ES)","Portugal (PT)","1850.17"
"28/06/2024 07:00:00 - 28/06/2024 08:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 08:00:00 - 28/06/2024 09:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 08:00:00 - 28/06/2024 09:00:00","France (FR)","Spain (ES)","2180.59"
"28/06/2024 08:00:00 - 28/06/2024 09:00:00","Spain (ES)","Portugal (PT)","2094.12"
"28/06/2024 08:00:00 - 28/06/2024 09:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 09:00:00 - 28/06/2024 10:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 09:00:00 - 28/06/2024 10:00:00","France (FR)","Spain (ES)","2173.86"
"28/06/2024 09:00:00 - 28/06/2024 10:00:00","Spain (ES)","Portugal (PT)","3070.39"
"28/06/2024 09:00:00 - 28/06/2024 10:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 10:00:00 - 28/06/2024 11:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 10:00:00 - 28/06/2024 11:00:00","France (FR)","Spain (ES)","2206.17"
"28/06/2024 10:00:00 - 28/06/2024 11:00:00","Spain (ES)","Portugal (PT)","3562.58"
"28/06/2024 10:00:00 - 28/06/2024 11:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 11:00:00 - 28/06/2024 12:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 11:00:00 - 28/06/2024 12:00:00","France (FR)","Spain (ES)","2246.43"
"28/06/2024 11:00:00 - 28/06/2024 12:00:00","Spain (ES)","Portugal (PT)","3695.06"
"28/06/2024 11:00:00 - 28/06/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 12:00:00 - 28/06/2024 13:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 12:00:00 - 28/06/2024 13:00:00","France (FR)","Spain (ES)","2256.78"
"28/06/2024 12:00:00 - 28/06/2024 13:00:00","Spain (ES)","Portugal (PT)","3882.52"
"28/06/2024 12:00:00 - 28/06/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 13:00:00 - 28/06/2024 14:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 13:00:00 - 28/06/2024 14:00:00","France (FR)","Spain (ES)","2171.17"
"28/06/2024 13:00:00 - 28/06/2024 14:00:00","Spain (ES)","Portugal (PT)","3642.99"
"28/06/2024 13:00:00 - 28/06/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 14:00:00 - 28/06/2024 15:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 14:00:00 - 28/06/2024 15:00:00","France (FR)","Spain (ES)","2110.86"
"28/06/2024 14:00:00 - 28/06/2024 15:00:00","Spain (ES)","Portugal (PT)","3934.31"
"28/06/2024 14:00:00 - 28/06/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 15:00:00 - 28/06/2024 16:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 15:00:00 - 28/06/2024 16:00:00","France (FR)","Spain (ES)","1800.96"
"28/06/2024 15:00:00 - 28/06/2024 16:00:00","Spain (ES)","Portugal (PT)","4405.44"
"28/06/2024 15:00:00 - 28/06/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 16:00:00 - 28/06/2024 17:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 16:00:00 - 28/06/2024 17:00:00","France (FR)","Spain (ES)","1723.63"
"28/06/2024 16:00:00 - 28/06/2024 17:00:00","Spain (ES)","Portugal (PT)","4219.52"
"28/06/2024 16:00:00 - 28/06/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 17:00:00 - 28/06/2024 18:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 17:00:00 - 28/06/2024 18:00:00","France (FR)","Spain (ES)","1628.23"
"28/06/2024 17:00:00 - 28/06/2024 18:00:00","Spain (ES)","Portugal (PT)","4239.81"
"28/06/2024 17:00:00 - 28/06/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 18:00:00 - 28/06/2024 19:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 18:00:00 - 28/06/2024 19:00:00","France (FR)","Spain (ES)","1214.74"
"28/06/2024 18:00:00 - 28/06/2024 19:00:00","Spain (ES)","Portugal (PT)","4030.38"
"28/06/2024 18:00:00 - 28/06/2024 19:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 19:00:00 - 28/06/2024 20:00:00","Spain (ES)","France (FR)","396.77"
"28/06/2024 19:00:00 - 28/06/2024 20:00:00","France (FR)","Spain (ES)","0.00"
"28/06/2024 19:00:00 - 28/06/2024 20:00:00","Spain (ES)","Portugal (PT)","3786.44"
"28/06/2024 19:00:00 - 28/06/2024 20:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 20:00:00 - 28/06/2024 21:00:00","Spain (ES)","France (FR)","207.67"
"28/06/2024 20:00:00 - 28/06/2024 21:00:00","France (FR)","Spain (ES)","0.00"
"28/06/2024 20:00:00 - 28/06/2024 21:00:00","Spain (ES)","Portugal (PT)","3893.99"
"28/06/2024 20:00:00 - 28/06/2024 21:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 21:00:00 - 28/06/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 21:00:00 - 28/06/2024 22:00:00","France (FR)","Spain (ES)","1226.59"
"28/06/2024 21:00:00 - 28/06/2024 22:00:00","Spain (ES)","Portugal (PT)","2854.95"
"28/06/2024 21:00:00 - 28/06/2024 22:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 22:00:00 - 28/06/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 22:00:00 - 28/06/2024 23:00:00","France (FR)","Spain (ES)","871.44"
"28/06/2024 22:00:00 - 28/06/2024 23:00:00","Spain (ES)","Portugal (PT)","2401.74"
"28/06/2024 22:00:00 - 28/06/2024 23:00:00","Portugal (PT)","Spain (ES)","0.00"
"28/06/2024 23:00:00 - 29/06/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"28/06/2024 23:00:00 - 29/06/2024 00:00:00","France (FR)","Spain (ES)","538.24"
"28/06/2024 23:00:00 - 29/06/2024 00:00:00","Spain (ES)","Portugal (PT)","1993.45"
"28/06/2024 23:00:00 - 29/06/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 00:00:00 - 29/06/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 00:00:00 - 29/06/2024 01:00:00","France (FR)","Spain (ES)","1769.91"
"29/06/2024 00:00:00 - 29/06/2024 01:00:00","Spain (ES)","Portugal (PT)","2508.59"
"29/06/2024 00:00:00 - 29/06/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 01:00:00 - 29/06/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 01:00:00 - 29/06/2024 02:00:00","France (FR)","Spain (ES)","2189.19"
"29/06/2024 01:00:00 - 29/06/2024 02:00:00","Spain (ES)","Portugal (PT)","2756.98"
"29/06/2024 01:00:00 - 29/06/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 02:00:00 - 29/06/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 02:00:00 - 29/06/2024 03:00:00","France (FR)","Spain (ES)","1875.06"
"29/06/2024 02:00:00 - 29/06/2024 03:00:00","Spain (ES)","Portugal (PT)","2939.37"
"29/06/2024 02:00:00 - 29/06/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 03:00:00 - 29/06/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 03:00:00 - 29/06/2024 04:00:00","France (FR)","Spain (ES)","1991.84"
"29/06/2024 03:00:00 - 29/06/2024 04:00:00","Spain (ES)","Portugal (PT)","2843.33"
"29/06/2024 03:00:00 - 29/06/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 04:00:00 - 29/06/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 04:00:00 - 29/06/2024 05:00:00","France (FR)","Spain (ES)","1718.47"
"29/06/2024 04:00:00 - 29/06/2024 05:00:00","Spain (ES)","Portugal (PT)","2472.57"
"29/06/2024 04:00:00 - 29/06/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 05:00:00 - 29/06/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 05:00:00 - 29/06/2024 06:00:00","France (FR)","Spain (ES)","1745.89"
"29/06/2024 05:00:00 - 29/06/2024 06:00:00","Spain (ES)","Portugal (PT)","2532.81"
"29/06/2024 05:00:00 - 29/06/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 06:00:00 - 29/06/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 06:00:00 - 29/06/2024 07:00:00","France (FR)","Spain (ES)","1705.14"
"29/06/2024 06:00:00 - 29/06/2024 07:00:00","Spain (ES)","Portugal (PT)","2500.98"
"29/06/2024 06:00:00 - 29/06/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 07:00:00 - 29/06/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 07:00:00 - 29/06/2024 08:00:00","France (FR)","Spain (ES)","1845.81"
"29/06/2024 07:00:00 - 29/06/2024 08:00:00","Spain (ES)","Portugal (PT)","2393.04"
"29/06/2024 07:00:00 - 29/06/2024 08:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 08:00:00 - 29/06/2024 09:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 08:00:00 - 29/06/2024 09:00:00","France (FR)","Spain (ES)","1989.38"
"29/06/2024 08:00:00 - 29/06/2024 09:00:00","Spain (ES)","Portugal (PT)","2428.65"
"29/06/2024 08:00:00 - 29/06/2024 09:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 09:00:00 - 29/06/2024 10:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 09:00:00 - 29/06/2024 10:00:00","France (FR)","Spain (ES)","2002.69"
"29/06/2024 09:00:00 - 29/06/2024 10:00:00","Spain (ES)","Portugal (PT)","2865.70"
"29/06/2024 09:00:00 - 29/06/2024 10:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 10:00:00 - 29/06/2024 11:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 10:00:00 - 29/06/2024 11:00:00","France (FR)","Spain (ES)","2048.81"
"29/06/2024 10:00:00 - 29/06/2024 11:00:00","Spain (ES)","Portugal (PT)","3361.74"
"29/06/2024 10:00:00 - 29/06/2024 11:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 11:00:00 - 29/06/2024 12:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 11:00:00 - 29/06/2024 12:00:00","France (FR)","Spain (ES)","2009.81"
"29/06/2024 11:00:00 - 29/06/2024 12:00:00","Spain (ES)","Portugal (PT)","3631.22"
"29/06/2024 11:00:00 - 29/06/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"29/06/2024 12:00:00 - 29/06/2024 13:00:00","Spain (ES)","France (FR)","0.00"
"29/06/2024 12:00:00 - 29/06/2024 13:00:00","France (FR)","Spain (ES)","1954.85"
