"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/03/2023 18:45 - 02/03/2023 19:00","CTA|ES","33668.00","33765.00"
"02/03/2023 19:00 - 02/03/2023 19:15","CTA|ES","34584.00","34645.00"
"02/03/2023 19:15 - 02/03/2023 19:30","CTA|ES","35556.00","35308.00"
"02/03/2023 19:30 - 02/03/2023 19:45","CTA|ES","36340.00","35845.00"
"02/03/2023 19:45 - 02/03/2023 20:00","CTA|ES","36808.00","36241.00"
"02/03/2023 20:00 - 02/03/2023 20:15","CTA|ES","37072.00","36783.00"
"02/03/2023 20:15 - 02/03/2023 20:30","CTA|ES","37336.00","36905.00"
"02/03/2023 20:30 - 02/03/2023 20:45","CTA|ES","37368.00","36891.00"
"02/03/2023 20:45 - 02/03/2023 21:00","CTA|ES","37484.00","36737.00"
"02/03/2023 21:00 - 02/03/2023 21:15","CTA|ES","37080.00","36735.00"
"02/03/2023 21:15 - 02/03/2023 21:30","CTA|ES","36688.00","36286.00"
"02/03/2023 21:30 - 02/03/2023 21:45","CTA|ES","35944.00","35688.00"
"02/03/2023 21:45 - 02/03/2023 22:00","CTA|ES","35320.00","34969.00"
"02/03/2023 22:00 - 02/03/2023 22:15","CTA|ES","34264.00","34278.00"
"02/03/2023 22:15 - 02/03/2023 22:30","CTA|ES","33520.00","33409.00"
"02/03/2023 22:30 - 02/03/2023 22:45","CTA|ES","32656.00","32515.00"
"02/03/2023 22:45 - 02/03/2023 23:00","CTA|ES","31936.00","31630.00"
"02/03/2023 23:00 - 02/03/2023 23:15","CTA|ES","31024.00","30665.00"
"02/03/2023 23:15 - 02/03/2023 23:30","CTA|ES","30348.00","29902.00"
"02/03/2023 23:30 - 02/03/2023 23:45","CTA|ES","29432.00","29240.00"
"02/03/2023 23:45 - 03/03/2023 00:00","CTA|ES","28472.00","28661.00"
"03/03/2023 00:00 - 03/03/2023 00:15","CTA|ES","28152.00","28208.00"
"03/03/2023 00:15 - 03/03/2023 00:30","CTA|ES","27704.00","27645.00"
"03/03/2023 00:30 - 03/03/2023 00:45","CTA|ES","27076.00","27110.00"
"03/03/2023 00:45 - 03/03/2023 01:00","CTA|ES","26604.00","26608.00"
"03/03/2023 01:00 - 03/03/2023 01:15","CTA|ES","26288.00","26069.00"
"03/03/2023 01:15 - 03/03/2023 01:30","CTA|ES","25804.00","25653.00"
"03/03/2023 01:30 - 03/03/2023 01:45","CTA|ES","25468.00","25287.00"
"03/03/2023 01:45 - 03/03/2023 02:00","CTA|ES","25280.00","24970.00"
"03/03/2023 02:00 - 03/03/2023 02:15","CTA|ES","24720.00","24614.00"
"03/03/2023 02:15 - 03/03/2023 02:30","CTA|ES","24676.00","24395.00"
"03/03/2023 02:30 - 03/03/2023 02:45","CTA|ES","24472.00","24223.00"
"03/03/2023 02:45 - 03/03/2023 03:00","CTA|ES","24068.00","24092.00"
"03/03/2023 03:00 - 03/03/2023 03:15","CTA|ES","24076.00","23949.00"
"03/03/2023 03:15 - 03/03/2023 03:30","CTA|ES","23960.00","23873.00"
"03/03/2023 03:30 - 03/03/2023 03:45","CTA|ES","23716.00","23815.00"
"03/03/2023 03:45 - 03/03/2023 04:00","CTA|ES","23892.00","23774.00"
"03/03/2023 04:00 - 03/03/2023 04:15","CTA|ES","23904.00","23695.00"
"03/03/2023 04:15 - 03/03/2023 04:30","CTA|ES","23872.00","23691.00"
"03/03/2023 04:30 - 03/03/2023 04:45","CTA|ES","23880.00","23715.00"
"03/03/2023 04:45 - 03/03/2023 05:00","CTA|ES","24048.00","23805.00"
"03/03/2023 05:00 - 03/03/2023 05:15","CTA|ES","24192.00","23684.00"
"03/03/2023 05:15 - 03/03/2023 05:30","CTA|ES","24460.00","24036.00"
"03/03/2023 05:30 - 03/03/2023 05:45","CTA|ES","24624.00","24576.00"
"03/03/2023 05:45 - 03/03/2023 06:00","CTA|ES","25032.00","25295.00"
"03/03/2023 06:00 - 03/03/2023 06:15","CTA|ES","26324.00","25994.00"
"03/03/2023 06:15 - 03/03/2023 06:30","CTA|ES","27224.00","27004.00"
"03/03/2023 06:30 - 03/03/2023 06:45","CTA|ES","28100.00","28122.00"
"03/03/2023 06:45 - 03/03/2023 07:00","CTA|ES","29048.00","29275.00"
"03/03/2023 07:00 - 03/03/2023 07:15","CTA|ES","30696.00","30764.00"
"03/03/2023 07:15 - 03/03/2023 07:30","CTA|ES","32148.00","31747.00"
"03/03/2023 07:30 - 03/03/2023 07:45","CTA|ES","32756.00","32529.00"
"03/03/2023 07:45 - 03/03/2023 08:00","CTA|ES","33036.00","33118.00"
"03/03/2023 08:00 - 03/03/2023 08:15","CTA|ES","33704.00","33812.00"
"03/03/2023 08:15 - 03/03/2023 08:30","CTA|ES","34128.00","34104.00"
"03/03/2023 08:30 - 03/03/2023 08:45","CTA|ES","34260.00","34286.00"
"03/03/2023 08:45 - 03/03/2023 09:00","CTA|ES","34176.00","34379.00"
"03/03/2023 09:00 - 03/03/2023 09:15","CTA|ES","33924.00","34489.00"
"03/03/2023 09:15 - 03/03/2023 09:30","CTA|ES","33996.00","34464.00"
"03/03/2023 09:30 - 03/03/2023 09:45","CTA|ES","33796.00","34405.00"
"03/03/2023 09:45 - 03/03/2023 10:00","CTA|ES","33588.00","34319.00"
"03/03/2023 10:00 - 03/03/2023 10:15","CTA|ES","33376.00","34251.00"
"03/03/2023 10:15 - 03/03/2023 10:30","CTA|ES","33424.00","34112.00"
"03/03/2023 10:30 - 03/03/2023 10:45","CTA|ES","33200.00","33952.00"
"03/03/2023 10:45 - 03/03/2023 11:00","CTA|ES","32868.00","33779.00"
"03/03/2023 11:00 - 03/03/2023 11:15","CTA|ES","32888.00","33580.00"
"03/03/2023 11:15 - 03/03/2023 11:30","CTA|ES","32672.00","33416.00"
"03/03/2023 11:30 - 03/03/2023 11:45","CTA|ES","32532.00","33272.00"
"03/03/2023 11:45 - 03/03/2023 12:00","CTA|ES","32456.00","33145.00"
"03/03/2023 12:00 - 03/03/2023 12:15","CTA|ES","32408.00","33015.00"
"03/03/2023 12:15 - 03/03/2023 12:30","CTA|ES","32352.00","32916.00"
"03/03/2023 12:30 - 03/03/2023 12:45","CTA|ES","32140.00","32826.00"
"03/03/2023 12:45 - 03/03/2023 13:00","CTA|ES","32076.00","32737.00"
"03/03/2023 13:00 - 03/03/2023 13:15","CTA|ES","32012.00","32676.00"
"03/03/2023 13:15 - 03/03/2023 13:30","CTA|ES","32300.00","32564.00"
"03/03/2023 13:30 - 03/03/2023 13:45","CTA|ES","31936.00","32429.00"
"03/03/2023 13:45 - 03/03/2023 14:00","CTA|ES","31632.00","32275.00"
"03/03/2023 14:00 - 03/03/2023 14:15","CTA|ES","31548.00","32121.00"
"03/03/2023 14:15 - 03/03/2023 14:30","CTA|ES","31740.00","31943.00"
"03/03/2023 14:30 - 03/03/2023 14:45","CTA|ES","31488.00","31762.00"
"03/03/2023 14:45 - 03/03/2023 15:00","CTA|ES","31256.00","31588.00"
"03/03/2023 15:00 - 03/03/2023 15:15","CTA|ES","31032.00","31371.00"
"03/03/2023 15:15 - 03/03/2023 15:30","CTA|ES","30896.00","31241.00"
"03/03/2023 15:30 - 03/03/2023 15:45","CTA|ES","30712.00","31148.00"
"03/03/2023 15:45 - 03/03/2023 16:00","CTA|ES","30756.00","31091.00"
"03/03/2023 16:00 - 03/03/2023 16:15","CTA|ES","30676.00","31012.00"
"03/03/2023 16:15 - 03/03/2023 16:30","CTA|ES","30720.00","31018.00"
"03/03/2023 16:30 - 03/03/2023 16:45","CTA|ES","30572.00","31050.00"
"03/03/2023 16:45 - 03/03/2023 17:00","CTA|ES","30604.00","31097.00"
"03/03/2023 17:00 - 03/03/2023 17:15","CTA|ES","30968.00","31154.00"
"03/03/2023 17:15 - 03/03/2023 17:30","CTA|ES","31252.00","31187.00"
"03/03/2023 17:30 - 03/03/2023 17:45","CTA|ES","31388.00","31207.00"
"03/03/2023 17:45 - 03/03/2023 18:00","CTA|ES","31036.00","31265.00"
"03/03/2023 18:00 - 03/03/2023 18:15","CTA|ES","31016.00","31099.00"
"03/03/2023 18:15 - 03/03/2023 18:30","CTA|ES","30908.00","31424.00"
"03/03/2023 18:30 - 03/03/2023 18:45","CTA|ES","31468.00","31951.00"
"03/03/2023 18:45 - 03/03/2023 19:00","CTA|ES","31996.00","32609.00"
"03/03/2023 19:00 - 03/03/2023 19:15","CTA|ES","32812.00","33506.00"
"03/03/2023 19:15 - 03/03/2023 19:30","CTA|ES","33616.00","34130.00"
"03/03/2023 19:30 - 03/03/2023 19:45","CTA|ES","34296.00","34603.00"
"03/03/2023 19:45 - 03/03/2023 20:00","CTA|ES","34564.00","34927.00"
"03/03/2023 20:00 - 03/03/2023 20:15","CTA|ES","34940.00","35347.00"
"03/03/2023 20:15 - 03/03/2023 20:30","CTA|ES","35044.00","35429.00"
"03/03/2023 20:30 - 03/03/2023 20:45","CTA|ES","35068.00","35412.00"
"03/03/2023 20:45 - 03/03/2023 21:00","CTA|ES","35196.00","35283.00"
"03/03/2023 21:00 - 03/03/2023 21:15","CTA|ES","34820.00","35324.00"
"03/03/2023 21:15 - 03/03/2023 21:30","CTA|ES","34628.00","34910.00"
"03/03/2023 21:30 - 03/03/2023 21:45","CTA|ES","33992.00","34338.00"
"03/03/2023 21:45 - 03/03/2023 22:00","CTA|ES","33296.00","33643.00"
"03/03/2023 22:00 - 03/03/2023 22:15","CTA|ES","32516.00","32924.00"
"03/03/2023 22:15 - 03/03/2023 22:30","CTA|ES","32016.00","32127.00"
"03/03/2023 22:30 - 03/03/2023 22:45","CTA|ES","31440.00","31344.00"
"03/03/2023 22:45 - 03/03/2023 23:00","CTA|ES","30612.00","30598.00"
"03/03/2023 23:00 - 03/03/2023 23:15","CTA|ES","29936.00","29801.00"
"03/03/2023 23:15 - 03/03/2023 23:30","CTA|ES","29292.00","29172.00"
"03/03/2023 23:30 - 03/03/2023 23:45","CTA|ES","28352.00","28615.00"
"03/03/2023 23:45 - 04/03/2023 00:00","CTA|ES","27852.00","28113.00"
"04/03/2023 00:00 - 04/03/2023 00:15","CTA|ES","27584.00","27729.00"
"04/03/2023 00:15 - 04/03/2023 00:30","CTA|ES","27124.00","27285.00"
"04/03/2023 00:30 - 04/03/2023 00:45","CTA|ES","26588.00","26838.00"
"04/03/2023 00:45 - 04/03/2023 01:00","CTA|ES","26180.00","26392.00"
"04/03/2023 01:00 - 04/03/2023 01:15","CTA|ES","25608.00","25939.00"
"04/03/2023 01:15 - 04/03/2023 01:30","CTA|ES","25128.00","25508.00"
"04/03/2023 01:30 - 04/03/2023 01:45","CTA|ES","24852.00","25090.00"
"04/03/2023 01:45 - 04/03/2023 02:00","CTA|ES","24340.00","24697.00"
"04/03/2023 02:00 - 04/03/2023 02:15","CTA|ES","23860.00","24256.00"
"04/03/2023 02:15 - 04/03/2023 02:30","CTA|ES","23564.00","23943.00"
"04/03/2023 02:30 - 04/03/2023 02:45","CTA|ES","23320.00","23683.00"
"04/03/2023 02:45 - 04/03/2023 03:00","CTA|ES","23216.00","23470.00"
"04/03/2023 03:00 - 04/03/2023 03:15","CTA|ES","23064.00","23241.00"
"04/03/2023 03:15 - 04/03/2023 03:30","CTA|ES","22772.00","23101.00"
"04/03/2023 03:30 - 04/03/2023 03:45","CTA|ES","22636.00","22986.00"
"04/03/2023 03:45 - 04/03/2023 04:00","CTA|ES","22492.00","22890.00"
"04/03/2023 04:00 - 04/03/2023 04:15","CTA|ES","22352.00","22788.00"
"04/03/2023 04:15 - 04/03/2023 04:30","CTA|ES","22456.00","22716.00"
"04/03/2023 04:30 - 04/03/2023 04:45","CTA|ES","22364.00","22651.00"
"04/03/2023 04:45 - 04/03/2023 05:00","CTA|ES","22268.00","22607.00"
"04/03/2023 05:00 - 04/03/2023 05:15","CTA|ES","22388.00","22484.00"
"04/03/2023 05:15 - 04/03/2023 05:30","CTA|ES","22292.00","22537.00"
"04/03/2023 05:30 - 04/03/2023 05:45","CTA|ES","22288.00","22659.00"
"04/03/2023 05:45 - 04/03/2023 06:00","CTA|ES","22352.00","22842.00"
"04/03/2023 06:00 - 04/03/2023 06:15","CTA|ES","22688.00","23019.00"
"04/03/2023 06:15 - 04/03/2023 06:30","CTA|ES","22920.00","23287.00"
"04/03/2023 06:30 - 04/03/2023 06:45","CTA|ES","23108.00","23578.00"
"04/03/2023 06:45 - 04/03/2023 07:00","CTA|ES","23200.00","23877.00"
"04/03/2023 07:00 - 04/03/2023 07:15","CTA|ES","23888.00","24214.00"
"04/03/2023 07:15 - 04/03/2023 07:30","CTA|ES","24288.00","24490.00"
"04/03/2023 07:30 - 04/03/2023 07:45","CTA|ES","24352.00","24742.00"
"04/03/2023 07:45 - 04/03/2023 08:00","CTA|ES","24392.00","24990.00"
"04/03/2023 08:00 - 04/03/2023 08:15","CTA|ES","24836.00","25156.00"
"04/03/2023 08:15 - 04/03/2023 08:30","CTA|ES","25228.00","25489.00"
"04/03/2023 08:30 - 04/03/2023 08:45","CTA|ES","25624.00","25899.00"
"04/03/2023 08:45 - 04/03/2023 09:00","CTA|ES","26172.00","26355.00"
"04/03/2023 09:00 - 04/03/2023 09:15","CTA|ES","26796.00","26924.00"
"04/03/2023 09:15 - 04/03/2023 09:30","CTA|ES","27092.00","27355.00"
"04/03/2023 09:30 - 04/03/2023 09:45","CTA|ES","27368.00","27717.00"
"04/03/2023 09:45 - 04/03/2023 10:00","CTA|ES","27960.00","28001.00"
"04/03/2023 10:00 - 04/03/2023 10:15","CTA|ES","28608.00","28373.00"
"04/03/2023 10:15 - 04/03/2023 10:30","CTA|ES","28624.00","28492.00"
"04/03/2023 10:30 - 04/03/2023 10:45","CTA|ES","28868.00","28527.00"
"04/03/2023 10:45 - 04/03/2023 11:00","CTA|ES","28924.00","28495.00"
"04/03/2023 11:00 - 04/03/2023 11:15","CTA|ES","28608.00","28454.00"
"04/03/2023 11:15 - 04/03/2023 11:30","CTA|ES","28032.00","28350.00"
"04/03/2023 11:30 - 04/03/2023 11:45","CTA|ES","27788.00","28239.00"
"04/03/2023 11:45 - 04/03/2023 12:00","CTA|ES","27684.00","28132.00"
"04/03/2023 12:00 - 04/03/2023 12:15","CTA|ES","27324.00","27992.00"
"04/03/2023 12:15 - 04/03/2023 12:30","CTA|ES","27440.00","27921.00"
"04/03/2023 12:30 - 04/03/2023 12:45","CTA|ES","27304.00","27878.00"
"04/03/2023 12:45 - 04/03/2023 13:00","CTA|ES","27240.00","27857.00"
"04/03/2023 13:00 - 04/03/2023 13:15","CTA|ES","27196.00","27852.00"
"04/03/2023 13:15 - 04/03/2023 13:30","CTA|ES","27224.00","27851.00"
"04/03/2023 13:30 - 04/03/2023 13:45","CTA|ES","27360.00","27846.00"
"04/03/2023 13:45 - 04/03/2023 14:00","CTA|ES","27388.00","27820.00"
"04/03/2023 14:00 - 04/03/2023 14:15","CTA|ES","27324.00","27873.00"
"04/03/2023 14:15 - 04/03/2023 14:30","CTA|ES","27112.00","27744.00"
"04/03/2023 14:30 - 04/03/2023 14:45","CTA|ES","26828.00","27543.00"
"04/03/2023 14:45 - 04/03/2023 15:00","CTA|ES","26624.00","27294.00"
"04/03/2023 15:00 - 04/03/2023 15:15","CTA|ES","26372.00","26982.00"
"04/03/2023 15:15 - 04/03/2023 15:30","CTA|ES","26140.00","26735.00"
"04/03/2023 15:30 - 04/03/2023 15:45","CTA|ES","26140.00","26532.00"
"04/03/2023 15:45 - 04/03/2023 16:00","CTA|ES","26060.00","26381.00"
"04/03/2023 16:00 - 04/03/2023 16:15","CTA|ES","25996.00","26178.00"
"04/03/2023 16:15 - 04/03/2023 16:30","CTA|ES","25888.00","26135.00"
"04/03/2023 16:30 - 04/03/2023 16:45","CTA|ES","25812.00","26146.00"
"04/03/2023 16:45 - 04/03/2023 17:00","CTA|ES","25896.00","26195.00"
"04/03/2023 17:00 - 04/03/2023 17:15","CTA|ES","25964.00","26252.00"
"04/03/2023 17:15 - 04/03/2023 17:30","CTA|ES","26416.00","26323.00"
"04/03/2023 17:30 - 04/03/2023 17:45","CTA|ES","26380.00","26389.00"
"04/03/2023 17:45 - 04/03/2023 18:00","CTA|ES","26376.00","26490.00"
"04/03/2023 18:00 - 04/03/2023 18:15","CTA|ES","26436.00","26408.00"
"04/03/2023 18:15 - 04/03/2023 18:30","CTA|ES","26732.00","26728.00"
"04/03/2023 18:30 - 04/03/2023 18:45","CTA|ES","27136.00","27215.00"
"04/03/2023 18:45 - 04/03/2023 19:00","CTA|ES","27532.00","27816.00"
"04/03/2023 19:00 - 04/03/2023 19:15","CTA|ES","28460.00","28583.00"
"04/03/2023 19:15 - 04/03/2023 19:30","CTA|ES","29416.00","29197.00"
"04/03/2023 19:30 - 04/03/2023 19:45","CTA|ES","30016.00","29721.00"
"04/03/2023 19:45 - 04/03/2023 20:00","CTA|ES","30284.00","30147.00"
"04/03/2023 20:00 - 04/03/2023 20:15","CTA|ES","30660.00","30667.00"
"04/03/2023 20:15 - 04/03/2023 20:30","CTA|ES","30960.00","30921.00"
"04/03/2023 20:30 - 04/03/2023 20:45","CTA|ES","31224.00","31092.00"
"04/03/2023 20:45 - 04/03/2023 21:00","CTA|ES","31280.00","31165.00"
"04/03/2023 21:00 - 04/03/2023 21:15","CTA|ES","31320.00","31398.00"
"04/03/2023 21:15 - 04/03/2023 21:30","CTA|ES","31012.00","31212.00"
"04/03/2023 21:30 - 04/03/2023 21:45","CTA|ES","30640.00","30876.00"
"04/03/2023 21:45 - 04/03/2023 22:00","CTA|ES","30356.00","30418.00"
"04/03/2023 22:00 - 04/03/2023 22:15","CTA|ES","29804.00","29959.00"
"04/03/2023 22:15 - 04/03/2023 22:30","CTA|ES","29132.00","29371.00"
"04/03/2023 22:30 - 04/03/2023 22:45","CTA|ES","28672.00","28770.00"
"04/03/2023 22:45 - 04/03/2023 23:00","CTA|ES","28120.00","28170.00"
"04/03/2023 23:00 - 04/03/2023 23:15","CTA|ES","27544.00","27565.00"
"04/03/2023 23:15 - 04/03/2023 23:30","CTA|ES","27016.00","26990.00"
"04/03/2023 23:30 - 04/03/2023 23:45","CTA|ES","26536.00","26436.00"
"04/03/2023 23:45 - 05/03/2023 00:00","CTA|ES","25976.00","25907.00"
"05/03/2023 00:00 - 05/03/2023 00:15","CTA|ES","25652.00","25316.00"
"05/03/2023 00:15 - 05/03/2023 00:30","CTA|ES","25128.00","24800.00"
"05/03/2023 00:30 - 05/03/2023 00:45","CTA|ES","24652.00","24310.00"
"05/03/2023 00:45 - 05/03/2023 01:00","CTA|ES","24124.00","23846.00"
"05/03/2023 01:00 - 05/03/2023 01:15","CTA|ES","23588.00","23371.00"
"05/03/2023 01:15 - 05/03/2023 01:30","CTA|ES","23132.00","22958.00"
"05/03/2023 01:30 - 05/03/2023 01:45","CTA|ES","22916.00","22572.00"
"05/03/2023 01:45 - 05/03/2023 02:00","CTA|ES","22544.00","22216.00"
"05/03/2023 02:00 - 05/03/2023 02:15","CTA|ES","22148.00","21820.00"
"05/03/2023 02:15 - 05/03/2023 02:30","CTA|ES","21876.00","21545.00"
"05/03/2023 02:30 - 05/03/2023 02:45","CTA|ES","21604.00","21315.00"
"05/03/2023 02:45 - 05/03/2023 03:00","CTA|ES","21440.00","21127.00"
"05/03/2023 03:00 - 05/03/2023 03:15","CTA|ES","21236.00","20924.00"
"05/03/2023 03:15 - 05/03/2023 03:30","CTA|ES","21036.00","20798.00"
"05/03/2023 03:30 - 05/03/2023 03:45","CTA|ES","20928.00","20694.00"
"05/03/2023 03:45 - 05/03/2023 04:00","CTA|ES","20800.00","20609.00"
"05/03/2023 04:00 - 05/03/2023 04:15","CTA|ES","20836.00","20508.00"
"05/03/2023 04:15 - 05/03/2023 04:30","CTA|ES","20676.00","20456.00"
"05/03/2023 04:30 - 05/03/2023 04:45","CTA|ES","20780.00","20419.00"
"05/03/2023 04:45 - 05/03/2023 05:00","CTA|ES","20576.00","20403.00"
"05/03/2023 05:00 - 05/03/2023 05:15","CTA|ES","20716.00","20342.00"
"05/03/2023 05:15 - 05/03/2023 05:30","CTA|ES","20744.00","20394.00"
"05/03/2023 05:30 - 05/03/2023 05:45","CTA|ES","20856.00","20489.00"
"05/03/2023 05:45 - 05/03/2023 06:00","CTA|ES","20888.00","20620.00"
"05/03/2023 06:00 - 05/03/2023 06:15","CTA|ES","21076.00","20757.00"
"05/03/2023 06:15 - 05/03/2023 06:30","CTA|ES","21192.00","20931.00"
"05/03/2023 06:30 - 05/03/2023 06:45","CTA|ES","21276.00","21111.00"
"05/03/2023 06:45 - 05/03/2023 07:00","CTA|ES","21460.00","21283.00"
"05/03/2023 07:00 - 05/03/2023 07:15","CTA|ES","21652.00","21501.00"
"05/03/2023 07:15 - 05/03/2023 07:30","CTA|ES","21720.00","21616.00"
"05/03/2023 07:30 - 05/03/2023 07:45","CTA|ES","21664.00","21688.00"
"05/03/2023 07:45 - 05/03/2023 08:00","CTA|ES","21748.00","21754.00"
"05/03/2023 08:00 - 05/03/2023 08:15","CTA|ES","21904.00","21684.00"
"05/03/2023 08:15 - 05/03/2023 08:30","CTA|ES","22020.00","21869.00"
"05/03/2023 08:30 - 05/03/2023 08:45","CTA|ES","22444.00","22167.00"
"05/03/2023 08:45 - 05/03/2023 09:00","CTA|ES","22824.00","22557.00"
"05/03/2023 09:00 - 05/03/2023 09:15","CTA|ES","23468.00","22999.00"
"05/03/2023 09:15 - 05/03/2023 09:30","CTA|ES","23724.00","23472.00"
"05/03/2023 09:30 - 05/03/2023 09:45","CTA|ES","24400.00","23938.00"
"05/03/2023 09:45 - 05/03/2023 10:00","CTA|ES","24804.00","24366.00"
"05/03/2023 10:00 - 05/03/2023 10:15","CTA|ES","25096.00","24937.00"
"05/03/2023 10:15 - 05/03/2023 10:30","CTA|ES","25664.00","25206.00"
"05/03/2023 10:30 - 05/03/2023 10:45","CTA|ES","25780.00","25360.00"
"05/03/2023 10:45 - 05/03/2023 11:00","CTA|ES","25656.00","25418.00"
"05/03/2023 11:00 - 05/03/2023 11:15","CTA|ES","25920.00","25469.00"
"05/03/2023 11:15 - 05/03/2023 11:30","CTA|ES","26080.00","25416.00"
"05/03/2023 11:30 - 05/03/2023 11:45","CTA|ES","25876.00","25347.00"
"05/03/2023 11:45 - 05/03/2023 12:00","CTA|ES","25964.00","25278.00"
"05/03/2023 12:00 - 05/03/2023 12:15","CTA|ES","25816.00","25164.00"
"05/03/2023 12:15 - 05/03/2023 12:30","CTA|ES","25752.00","25134.00"
"05/03/2023 12:30 - 05/03/2023 12:45","CTA|ES","25892.00","25140.00"
"05/03/2023 12:45 - 05/03/2023 13:00","CTA|ES","25868.00","25177.00"
"05/03/2023 13:00 - 05/03/2023 13:15","CTA|ES","26140.00","25225.00"
"05/03/2023 13:15 - 05/03/2023 13:30","CTA|ES","26280.00","25295.00"
"05/03/2023 13:30 - 05/03/2023 13:45","CTA|ES","26632.00","25366.00"
"05/03/2023 13:45 - 05/03/2023 14:00","CTA|ES","26876.00","25412.00"
"05/03/2023 14:00 - 05/03/2023 14:15","CTA|ES","27008.00","25571.00"
"05/03/2023 14:15 - 05/03/2023 14:30","CTA|ES","27024.00","25481.00"
"05/03/2023 14:30 - 05/03/2023 14:45","CTA|ES","26704.00","25292.00"
"05/03/2023 14:45 - 05/03/2023 15:00","CTA|ES","26416.00","25036.00"
"05/03/2023 15:00 - 05/03/2023 15:15","CTA|ES","26216.00","24691.00"
"05/03/2023 15:15 - 05/03/2023 15:30","CTA|ES","25980.00","24441.00"
"05/03/2023 15:30 - 05/03/2023 15:45","CTA|ES","26020.00","24254.00"
"05/03/2023 15:45 - 05/03/2023 16:00","CTA|ES","25856.00","24130.00"
"05/03/2023 16:00 - 05/03/2023 16:15","CTA|ES","25752.00","23968.00"
"05/03/2023 16:15 - 05/03/2023 16:30","CTA|ES","25676.00","23954.00"
"05/03/2023 16:30 - 05/03/2023 16:45","CTA|ES","25616.00","23984.00"
"05/03/2023 16:45 - 05/03/2023 17:00","CTA|ES","25680.00","24051.00"
"05/03/2023 17:00 - 05/03/2023 17:15","CTA|ES","25660.00","24093.00"
"05/03/2023 17:15 - 05/03/2023 17:30","CTA|ES","25880.00","24210.00"
"05/03/2023 17:30 - 05/03/2023 17:45","CTA|ES","25908.00","24351.00"
"05/03/2023 17:45 - 05/03/2023 18:00","CTA|ES","26128.00","24553.00"
"05/03/2023 18:00 - 05/03/2023 18:15","CTA|ES","26380.00","24569.00"
"05/03/2023 18:15 - 05/03/2023 18:30","CTA|ES","26764.00","25031.00"
"05/03/2023 18:30 - 05/03/2023 18:45","CTA|ES","27232.00","25672.00"
"05/03/2023 18:45 - 05/03/2023 19:00","CTA|ES","27444.00","26437.00"
"05/03/2023 19:00 - 05/03/2023 19:15","CTA|ES","28428.00","27401.00"
"05/03/2023 19:15 - 05/03/2023 19:30","CTA|ES","29304.00","28178.00"
"05/03/2023 19:30 - 05/03/2023 19:45","CTA|ES","29924.00","28853.00"
"05/03/2023 19:45 - 05/03/2023 20:00","CTA|ES","30284.00","29411.00"
"05/03/2023 20:00 - 05/03/2023 20:15","CTA|ES","30808.00","30115.00"
"05/03/2023 20:15 - 05/03/2023 20:30","CTA|ES","30952.00","30434.00"
"05/03/2023 20:30 - 05/03/2023 20:45","CTA|ES","31404.00","30627.00"
"05/03/2023 20:45 - 05/03/2023 21:00","CTA|ES","31372.00","30694.00"
"05/03/2023 21:00 - 05/03/2023 21:15","CTA|ES","31532.00","30886.00"
"05/03/2023 21:15 - 05/03/2023 21:30","CTA|ES","31252.00","30692.00"
"05/03/2023 21:30 - 05/03/2023 21:45","CTA|ES","30936.00","30370.00"
"05/03/2023 21:45 - 05/03/2023 22:00","CTA|ES","30328.00","29941.00"
"05/03/2023 22:00 - 05/03/2023 22:15","CTA|ES","29880.00","29537.00"
"05/03/2023 22:15 - 05/03/2023 22:30","CTA|ES","29380.00","28972.00"
"05/03/2023 22:30 - 05/03/2023 22:45","CTA|ES","28624.00","28376.00"
"05/03/2023 22:45 - 05/03/2023 23:00","CTA|ES","28056.00","27760.00"
"05/03/2023 23:00 - 05/03/2023 23:15","CTA|ES","27176.00","27155.00"
"05/03/2023 23:15 - 05/03/2023 23:30","CTA|ES","26508.00","26524.00"
"05/03/2023 23:30 - 05/03/2023 23:45","CTA|ES","25820.00","25899.00"
"05/03/2023 23:45 - 06/03/2023 00:00","CTA|ES","25224.00","25294.00"
"06/03/2023 00:00 - 06/03/2023 00:15","CTA|ES","24736.00","24938.00"
"06/03/2023 00:15 - 06/03/2023 00:30","CTA|ES","24220.00","24411.00"
"06/03/2023 00:30 - 06/03/2023 00:45","CTA|ES","23748.00","23930.00"
"06/03/2023 00:45 - 06/03/2023 01:00","CTA|ES","23296.00","23496.00"
"06/03/2023 01:00 - 06/03/2023 01:15","CTA|ES","22956.00","23026.00"
"06/03/2023 01:15 - 06/03/2023 01:30","CTA|ES","22628.00","22690.00"
"06/03/2023 01:30 - 06/03/2023 01:45","CTA|ES","22224.00","22403.00"
"06/03/2023 01:45 - 06/03/2023 02:00","CTA|ES","22060.00","22159.00"
"06/03/2023 02:00 - 06/03/2023 02:15","CTA|ES","21804.00","21899.00"
"06/03/2023 02:15 - 06/03/2023 02:30","CTA|ES","21500.00","21724.00"
"06/03/2023 02:30 - 06/03/2023 02:45","CTA|ES","21372.00","21575.00"
"06/03/2023 02:45 - 06/03/2023 03:00","CTA|ES","21340.00","21453.00"
"06/03/2023 03:00 - 06/03/2023 03:15","CTA|ES","21324.00","21296.00"
"06/03/2023 03:15 - 06/03/2023 03:30","CTA|ES","21272.00","21237.00"
"06/03/2023 03:30 - 06/03/2023 03:45","CTA|ES","21212.00","21214.00"
